Internal_Category|Ability|ActivatableAbility|AlwaysPrimary|AssetGuid|AssetGuidThreadSafe|AttackBonusStat|AttackRange|AttackType|BaseDamage|CanChangeVisual|CasterLevel|Category|Charges|Comment|ComponentsArray|Cost|CountAsDouble|CR|CriticalModifier|CriticalRollEdge|Damage|DamageType|DC|DefaultNonIdentifiedDescription|DefaultNonIdentifiedName|Description|Destructible|Double|ElementsArray|Enchantments|EquipmentEntity|EquipmentEntityAlternatives|Errors|FighterGroup|FlavorText|ForcedRampColorPresetIndex|ForceStackable|GainAbility|HasErrors|HasNoDamage|HideAbilityInfo|Icon|IdentifyDC|InventoryEquipSound|InventoryPutSound|InventoryTakeSound|IsDamageDiceOverridden|IsJunk|IsLight|IsMagic|IsMasterwork|IsMelee|IsMonk|IsNatural|IsNonRemovable|IsNotable|IsOnlyMasterwork|IsRanged|IsTwoHanded|IsUnarmed|ItemType|KeepInPolymorph|m_AllElements|m_AlwaysPrimary|m_CanChangeVisual|m_DamageDice|m_DamageType|m_Enchantments|m_IsCanChangeVisualOverriden|m_OverrideDamageDice|m_OverrideDamageType|m_OverrideDestructible|m_OverrideShardItem|m_SecondWeapon|m_Size|m_Type|m_VisualParameters|m_Weight|MiscellaneousType|name|Name|NameForAcronym|NeedSkinningForCollect|NonIdentifiedDescription|NonIdentifiedName|PrototypeLink|RestoreChargesOnRest|SecondWeapon|SellPrice|ShardItem|ShowDestructibleField|Size|SpellLevel|SpendCharges|SubtypeDescription|SubtypeName|TrashLootTypes|Type|UseShardItem|UseWhileCanComponents|VisualParameters|Weight
Weapon|null|null|False|fd97f5176a0db25469d7032331fabeab|fd97f5176a0db25469d7032331fabeab|Strength|2 pieds.|Melee|1d8|True|1|DoubleSword|1||[]|100|False|0|X2|19|1d8|Slashing damage|11||Épée double||True|False|[]|[Enhancement1;Corrosive]|null|[]|[]|BladesHeavy, Double||0|False|False|False|False|False|SwordDoubleArmyMasterwork (UnityEngine.Sprite)|5|SwordEquip|SpearPut|SpearTake|False|False|False|True|False|True|False|False|False|False|False|False|False|False|Weapon|False|[]|False|False|0|Slashing damage|[d42fc23b92c640846ac137dc26e000d4;633b38ff1d11de64a91d490c683ab1c8]|False|False|False|False|False||Medium|e95efb85a0912a7489be69d5f03a5308|Kingmaker.Blueprints.Items.Weapons.WeaponVisualParameters|0|None|StandardDoubleSwordSecondCorrosivePlus1|Épée double corrosive +1|StandardDoubleSwordSecondCorrosivePlus1|False||Épée double|null|False|null|25|[BlueprintItem: MetalShardItem]|False|Medium|1|True||Épée double|[]|DoubleSword|False|[]|Kingmaker.Blueprints.Items.Weapons.WeaponVisualParameters|10
Weapon|null|null|False|20174ad86decdaf40a8f23c7df323bfd|20174ad86decdaf40a8f23c7df323bfd|Strength|2 pieds.|Melee|1d8|True|1|Urgrosh|1||[]|8300|False|7|X3|20|1d8|Slashing damage|11||Urgrosh nain||True|True|[]|[Enhancement1;Corrosive]|null|[]|[]|Double, Hammers||0|False|False|False|False|False|UrgroshDwarvenArmyMagic_RT_3 (UnityEngine.Sprite)|5|SwordEquip|SpearPut|SpearTake|False|False|False|True|False|True|False|False|False|False|False|False|False|False|Weapon|False|[]|False|False|0|Slashing damage|[d42fc23b92c640846ac137dc26e000d4;633b38ff1d11de64a91d490c683ab1c8]|False|False|False|False|False|1514f529e05d7a34497c02a78b8aac04|Medium|0ec97c08fdf87e44f8f16ba87b511743|Kingmaker.Blueprints.Items.Weapons.WeaponVisualParameters|0|None|StandardDwarvenUrgroshCorrosivePlus1|Urgrosh nain corrosif +1|StandardDwarvenUrgroshCorrosivePlus1|False||Urgrosh nain|null|False|[BlueprintItemWeapon: StandardDwarvenUrgroshSecondCorrosivePlus1]|2075|[BlueprintItem: MetalShardItem]|False|Medium|1|True||Urgrosh nain|[]|DwarvenUrgrosh|False|[]|Kingmaker.Blueprints.Items.Weapons.WeaponVisualParameters|12
Weapon|null|null|False|1514f529e05d7a34497c02a78b8aac04|1514f529e05d7a34497c02a78b8aac04|Strength|2 pieds.|Melee|1d6|True|1|Urgrosh|1||[]|100|False|0|X3|20|1d6|Piercing damage|11||Urgrosh nain||True|False|[]|[Enhancement1;Corrosive]|null|[]|[]|Double, Spears||0|False|False|False|False|False|UrgroshDwarvenArmyMasterwork_RT_3 (UnityEngine.Sprite)|5|SwordEquip|SpearPut|SpearTake|False|False|False|True|False|True|False|False|False|False|False|False|False|False|Weapon|False|[]|False|False|0|Slashing damage|[d42fc23b92c640846ac137dc26e000d4;633b38ff1d11de64a91d490c683ab1c8]|False|False|False|False|False||Medium|c4e95e3c489721e4382fd8514a522f9d|Kingmaker.Blueprints.Items.Weapons.WeaponVisualParameters|0|None|StandardDwarvenUrgroshSecondCorrosivePlus1|Corrosif Urgrosh nain +1|StandardDwarvenUrgroshSecondCorrosivePlus1|False||Urgrosh nain|null|False|null|25|[BlueprintItem: MetalShardItem]|False|Medium|1|True||Urgrosh nain|[]|DwarvenUrgroshSpearHead|False|[]|Kingmaker.Blueprints.Items.Weapons.WeaponVisualParameters|12
Weapon|null|null|False|aeed4b91f05b00747ab5f28e2785bcb7|aeed4b91f05b00747ab5f28e2785bcb7|Strength|2 pieds.|Melee|1d8|True|1|HookedHammer|1||[]|8300|False|7|X3|20|1d8|Bludgeoning damage|11||Marteau-piolet gnome||True|True|[]|[Enhancement1;Corrosive]|null|[]|[]|Double||0|False|False|False|False|False|HammerHookedGnomeArmyMagic_LB_3 (UnityEngine.Sprite)|5|SwordEquip|SpearPut|SpearTake|False|False|False|True|False|True|False|False|False|False|False|False|False|False|Weapon|False|[]|False|False|0|Slashing damage|[d42fc23b92c640846ac137dc26e000d4;633b38ff1d11de64a91d490c683ab1c8]|False|False|False|False|False|79aa60ea5620b8144ba7464c780bbbe3|Medium|91645b645cf121a479c1fabc5678dcb3|Kingmaker.Blueprints.Items.Weapons.WeaponVisualParameters|0|None|StandardGnomeHookedHammerCorrosivePlus1|Marteau-piolet gnome corrosif +1|StandardGnomeHookedHammerCorrosivePlus1|False||Marteau-piolet gnome|null|False|[BlueprintItemWeapon: StandardGnomehookedHammerSecondCorrosivePlus1]|2075|[BlueprintItem: MetalShardItem]|False|Medium|1|True||Marteau-piolet gnome|[]|GnomeHookedHammerHead|False|[]|Kingmaker.Blueprints.Items.Weapons.WeaponVisualParameters|6
Weapon|null|null|False|79aa60ea5620b8144ba7464c780bbbe3|79aa60ea5620b8144ba7464c780bbbe3|Strength|2 pieds.|Melee|1d6|True|1|HookedHammer|1||[]|100|False|0|X4|20|1d6|Piercing damage|11||Marteau-piolet gnome||True|False|[]|[Enhancement1;Corrosive]|null|[]|[]|Double||0|False|False|False|False|False|HammerHookedGnomeArmyMasterwork_LB_4 (UnityEngine.Sprite)|5|SwordEquip|SpearPut|SpearTake|False|False|False|True|False|True|False|False|False|False|False|False|False|False|Weapon|False|[]|False|False|0|Slashing damage|[d42fc23b92c640846ac137dc26e000d4;633b38ff1d11de64a91d490c683ab1c8]|False|False|False|False|False||Medium|018ad48ffd3460d47900491656d2ff26|Kingmaker.Blueprints.Items.Weapons.WeaponVisualParameters|0|None|StandardGnomehookedHammerSecondCorrosivePlus1|Corrosif Marteau-piolet gnome +1|StandardGnomehookedHammerSecondCorrosivePlus1|False||Marteau-piolet gnome|null|False|null|25|[BlueprintItem: MetalShardItem]|False|Medium|1|True||Marteau-piolet gnome|[]|GnomeHookedHammerHook|False|[]|Kingmaker.Blueprints.Items.Weapons.WeaponVisualParameters|10
Weapon|null|null|False|a610dc50943648e4197a0dd3f6051324|a610dc50943648e4197a0dd3f6051324|Strength|2 pieds.|Melee|1d4|True|1|Starknife|1||[]|8300|False|7|X3|20|1d4|Piercing damage|11||Lamétoile||True|False|[]|[Enhancement1;Corrosive]|null|[]|[]|BladesLight, Thrown||0|False|False|False|False|False|Starknife_Thieves_Magic_RT_6 (UnityEngine.Sprite)|5|SwordEquip|SwordPut|SwordTake|False|False|True|True|False|True|False|False|False|False|False|False|False|False|Weapon|False|[]|False|False|0|Slashing damage|[d42fc23b92c640846ac137dc26e000d4;633b38ff1d11de64a91d490c683ab1c8]|False|False|False|False|False||Medium|5a939137fc039084580725b2b0845c3f|Kingmaker.Blueprints.Items.Weapons.WeaponVisualParameters|0|None|StarknifeCorrosivePlus1|Lamétoile corrosive +1|StarknifeCorrosivePlus1|False||Lamétoile|null|False|null|2075|[BlueprintItem: MetalShardItem]|False|Medium|1|True||Lamétoile|[]|Starknife|False|[]|Kingmaker.Blueprints.Items.Weapons.WeaponVisualParameters|3
Weapon|null|null|False|127b1e71ab50ab6408aaa4704f1a634c|127b1e71ab50ab6408aaa4704f1a634c|Strength|2 pieds.|Melee|1d6|True|1|Tongi|1||[]|8300|False|7|X3|19|1d6|Piercing damage|11||Tongi||True|False|[]|[Enhancement1;Corrosive]|null|[]|[]|Axes||0|False|False|False|False|False|TongiArmyMagic_RT_3 (UnityEngine.Sprite)|5|SwordEquip|AxePut|AxeTake|False|False|False|True|False|True|False|False|False|False|False|False|False|False|Weapon|False|[]|False|False|0|Slashing damage|[d42fc23b92c640846ac137dc26e000d4;633b38ff1d11de64a91d490c683ab1c8]|False|False|False|False|False||Medium|13fa38737d46c9e4abc7f4d74aaa59c3|Kingmaker.Blueprints.Items.Weapons.WeaponVisualParameters|0|None|TongiCorrosivePlus1|Tongi corrosif +1|TongiCorrosivePlus1|False||Tongi|null|False|null|2075|[BlueprintItem: MetalShardItem]|False|Medium|1|True||Tongi|[]|Tongi|False|[]|Kingmaker.Blueprints.Items.Weapons.WeaponVisualParameters|4
Weapon|null|null|False|d53344b24a4d455439e4788a92a54e2d|d53344b24a4d455439e4788a92a54e2d|Strength|2 pieds.|Melee|1d8|True|1|Warhammer|1||[]|8300|False|7|X3|20|1d8|Bludgeoning damage|11||Marteau de guerre||True|False|[]|[Enhancement1;Corrosive]|null|[]|[]|Hammers||0|False|False|False|False|False|WarhammerNoble_RT_4 (UnityEngine.Sprite)|5|SwordEquip|SpearPut|SpearTake|False|False|False|True|False|True|False|False|False|False|False|False|False|False|Weapon|False|[]|False|False|0|Slashing damage|[d42fc23b92c640846ac137dc26e000d4;633b38ff1d11de64a91d490c683ab1c8]|False|False|False|False|False||Medium|fac41e149f49cba4a8e06ce39b41a6fa|Kingmaker.Blueprints.Items.Weapons.WeaponVisualParameters|0|None|WarhammerCorrosivePlus1|Marteau de guerre corrosif +1|WarhammerCorrosivePlus1|False||Marteau de guerre|null|False|null|2075|[BlueprintItem: MetalShardItem]|False|Medium|1|True||Marteau de guerre|[]|Warhammer|False|[]|Kingmaker.Blueprints.Items.Weapons.WeaponVisualParameters|5
Weapon|null|null|False|25c66fa757987ea43950e14182a1a3a9|25c66fa757987ea43950e14182a1a3a9|Strength|2 pieds.|Melee|1d6|True|1|WeaponHeavyShield|1||[]|0|False|0|X2|20|1d6|Bludgeoning damage|11||Écu||True|False|[]|[Enhancement1;Corrosive]|null|[]|[]|Close||0|False|False|False|False|False|ShieldHeavyArmySpiked (UnityEngine.Sprite)|5|ShieldEquip|ShieldPut|ShieldTake|False|False|False|True|False|True|False|False|False|False|False|False|False|False|Weapon|False|[]|False|False|0|Slashing damage|[d42fc23b92c640846ac137dc26e000d4;633b38ff1d11de64a91d490c683ab1c8]|False|False|False|False|False||Medium|be9b6408e6101cb4997a8996484baf19|Kingmaker.Blueprints.Items.Weapons.WeaponVisualParameters|0|None|WeaponHeavyShieldCorrosivePlus1|Écu corrosif +1|WeaponHeavyShieldCorrosivePlus1|False||Écu|null|False|null|0|[BlueprintItem: MetalShardItem]|False|Medium|1|True||Écu|[]|WeaponHeavyShield|False|[]|Kingmaker.Blueprints.Items.Weapons.WeaponVisualParameters|0
Weapon|null|null|False|786a3f46eaa534845aec01e6f47fcc87|786a3f46eaa534845aec01e6f47fcc87|Strength|2 pieds.|Melee|1d4|True|1|WeaponLightShield|1||[]|0|False|0|X2|20|1d4|Bludgeoning damage|11||Rondache||True|False|[]|[Enhancement1;Corrosive]|null|[]|[]|Close||0|False|False|False|False|False|ShieldLightSpikedManticore (UnityEngine.Sprite)|5|ShieldEquip|ShieldPut|ShieldTake|False|False|True|True|False|True|False|False|False|False|False|False|False|False|Weapon|False|[]|False|False|0|Slashing damage|[d42fc23b92c640846ac137dc26e000d4;633b38ff1d11de64a91d490c683ab1c8]|False|False|False|False|False||Medium|1fd965e522502fe479fdd423cca07684|Kingmaker.Blueprints.Items.Weapons.WeaponVisualParameters|0|None|WeaponLightShieldCorrosivePlus1|Rondache corrosive +1|WeaponLightShieldCorrosivePlus1|False||Rondache|null|False|null|0|[BlueprintItem: MetalShardItem]|False|Medium|1|True||Rondache|[]|WeaponLightShield|False|[]|Kingmaker.Blueprints.Items.Weapons.WeaponVisualParameters|6
Weapon|null|null|False|8b5d119f1f2009b4aaab7024bf53e483|8b5d119f1f2009b4aaab7024bf53e483|Strength|2 pieds.|Melee|1d10|True|1|BastardSword|1||[]|8300|False|7|X2|19|1d10|Slashing damage|11||Épée bâtarde||True|False|[]|[Enhancement2]|null|[]|[]|BladesHeavy||0|False|False|False|False|False|SwordBastardArmy (UnityEngine.Sprite)|4|SwordEquip|SwordPut|SwordTake|False|False|False|True|False|True|False|False|False|False|False|False|False|False|Weapon|False|[]|False|False|0|Slashing damage|[eb2faccc4c9487d43b3575d7e77ff3f5]|False|False|False|False|False||Medium|d2fe2c5516b56f04da1d5ea51ae3ddfe|Kingmaker.Blueprints.Items.Weapons.WeaponVisualParameters|0|None|BastardSwordPlus2|Épée bâtarde +2|BastardSwordPlus2|False||Épée bâtarde|null|False|null|2075|[BlueprintItem: MetalShardItem]|False|Medium|1|True||Épée bâtarde|[Equipment_Trickster]|BastardSword|False|[]|Kingmaker.Blueprints.Items.Weapons.WeaponVisualParameters|6
Weapon|null|null|False|21ed826b9c60c7f43af2a3c041046670|21ed826b9c60c7f43af2a3c041046670|Strength|2 pieds.|Melee|1d8|True|1|Battleaxe|1||[]|8300|False|7|X3|20|1d8|Slashing damage|11||Hache d'armes||True|False|[]|[Enhancement2]|null|[]|[]|Axes||0|False|False|False|False|False|BattleaxeArmyMasterworkMagic_RT_3 (UnityEngine.Sprite)|4|SwordEquip|AxePut|AxeTake|False|False|False|True|False|True|False|False|False|False|False|False|False|False|Weapon|False|[]|False|False|0|Slashing damage|[eb2faccc4c9487d43b3575d7e77ff3f5]|False|False|False|False|False||Medium|2bc77aa47f97de348aefcf03ec8fa43b|Kingmaker.Blueprints.Items.Weapons.WeaponVisualParameters|0|None|BattleaxePlus2|Hache d'armes +2|BattleaxePlus2|False||Hache d'armes|null|False|null|2075|[BlueprintItem: MetalShardItem]|False|Medium|1|True||Hache d'armes|[Equipment_Trickster]|Battleaxe|False|[]|Kingmaker.Blueprints.Items.Weapons.WeaponVisualParameters|6
Weapon|null|null|False|4d8b4d077b7d50d44bdfd44913bf9da6|4d8b4d077b7d50d44bdfd44913bf9da6|Strength|2 pieds.|Melee|1d6|True|1|Club|1||[]|8300|False|7|X2|20|1d6|Bludgeoning damage|11||Gourdin||True|False|[]|[Enhancement2]|null|[]|[]|Hammers||0|False|False|False|False|False|Club_Special_Bandits_RB_4 (UnityEngine.Sprite)|4|WeaponWoodEquip|WeaponWoodPut|WeaponWoodTake|False|False|False|True|False|True|False|False|False|False|False|False|False|False|Weapon|False|[]|False|False|0|Slashing damage|[eb2faccc4c9487d43b3575d7e77ff3f5]|False|False|False|False|False||Medium|26aa0672af2c7d84ba93bec37758c712|Kingmaker.Blueprints.Items.Weapons.WeaponVisualParameters|0|None|ClubPlus2|Gourdin +2|ClubPlus2|False||Gourdin|null|False|null|2075|[BlueprintItem: WoodShardItem]|False|Medium|1|True||Gourdin|[Equipment_Trickster]|Club|False|[]|Kingmaker.Blueprints.Items.Weapons.WeaponVisualParameters|3
Weapon|null|null|False|94413d2906cf2ad4f9a687e1aa7ed315|94413d2906cf2ad4f9a687e1aa7ed315|Dexterity|50 pieds.|Ranged|1d8|True|1|Longbow|1||[]|8300|False|7|X3|20|1d8|Piercing damage|11||Arc long composite||True|False|[]|[StrengthComposite;Enhancement2]|null|[]|[]|Bows||0|False|False|False|False|False|LongbowArmy (UnityEngine.Sprite)|4|BowEquip|BowPut|BowTake|False|False|False|True|False|False|False|False|False|False|False|True|True|False|Weapon|False|[]|False|False|0|Slashing damage|[eb2faccc4c9487d43b3575d7e77ff3f5]|False|False|False|False|False||Medium|1ac79088a7e5dde46966636a3ac71c35|Kingmaker.Blueprints.Items.Weapons.WeaponVisualParameters|0|None|CompositeLongbowPlus2|Arc long composite +2|CompositeLongbowPlus2|False||Arc long composite|null|False|null|2075|[BlueprintItem: WoodShardItem]|False|Medium|1|True||Arc long composite|[Equipment_Trickster]|CompositeLongbow|False|[]|Kingmaker.Blueprints.Items.Weapons.WeaponVisualParameters|3
Weapon|null|null|False|1e396f7871b73234fb41d72cd8c441f9|1e396f7871b73234fb41d72cd8c441f9|Dexterity|40 pieds.|Ranged|1d6|True|1|Shortbow|1||[]|8300|False|7|X3|20|1d6|Piercing damage|11||Arc court composite||True|False|[]|[StrengthComposite;Enhancement2]|null|[]|[]|Bows||0|False|False|False|False|False|ShortbowCommon (UnityEngine.Sprite)|4|BowEquip|BowPut|BowTake|False|False|False|True|False|False|False|False|False|False|False|True|True|False|Weapon|False|[]|False|False|0|Slashing damage|[eb2faccc4c9487d43b3575d7e77ff3f5]|False|False|False|False|False||Medium|011f6f86a0b16df4bbf7f40878c3e80b|Kingmaker.Blueprints.Items.Weapons.WeaponVisualParameters|0|None|CompositeShortbowPlus2|Arc court composite +2|CompositeShortbowPlus2|False||Arc court composite|null|False|null|2075|[BlueprintItem: WoodShardItem]|False|Medium|1|True||Arc court composite|[Equipment_Trickster]|CompositeShortbow|False|[]|Kingmaker.Blueprints.Items.Weapons.WeaponVisualParameters|2
Weapon|null|null|False|2f1673e87242d2941a1e49b850dbc9f2|2f1673e87242d2941a1e49b850dbc9f2|Dexterity|40 pieds.|Ranged|1d6|True|1|Shortbow|1||[]|18500|False|10|X3|20|1d6|Piercing damage|11||Arc court composite||True|False|[]|[StrengthComposite;Enhancement3]|null|[]|[]|Bows||0|False|False|False|False|False|ShortbowNoble (UnityEngine.Sprite)|6|BowEquip|BowPut|BowTake|False|False|False|True|False|False|False|False|False|False|False|True|True|False|Weapon|False|[]|False|False|0|Slashing damage|[80bb8a737579e35498177e1e3c75899b]|False|False|False|False|False||Medium|011f6f86a0b16df4bbf7f40878c3e80b|Kingmaker.Blueprints.Items.Weapons.WeaponVisualParameters|0|None|CompositeShortbowPlus3|Arc court composite +3|CompositeShortbowPlus3|False||Arc court composite|null|False|null|4625|[BlueprintItem: WoodShardItem]|False|Medium|1|True||Arc court composite|[Equipment_Trickster]|CompositeShortbow|False|[]|Kingmaker.Blueprints.Items.Weapons.WeaponVisualParameters|2
Weapon|null|null|False|4607f83de16245844acb4596fc797147|4607f83de16245844acb4596fc797147|Strength|2 pieds.|Melee|1d4|True|1|Dagger|1||[]|8300|False|7|X2|19|1d4|Piercing, Slashing damage|11||Dague||True|False|[]|[Enhancement2]|null|[]|[]|BladesLight, Thrown||0|False|False|False|False|False|DaggerGaucheMagicLight_LB_6 (UnityEngine.Sprite)|4|SwordEquip|DaggerPut|DaggerTake|False|False|True|True|False|True|False|False|False|False|False|False|False|False|Weapon|False|[]|False|False|0|Slashing damage|[eb2faccc4c9487d43b3575d7e77ff3f5]|False|False|False|False|False||Medium|07cc1a7fceaee5b42b3e43da960fe76d|Kingmaker.Blueprints.Items.Weapons.WeaponVisualParameters|0|None|DaggerPlus2|Dague +2|DaggerPlus2|False||Dague|null|False|null|2075|[BlueprintItem: MetalShardItem]|False|Medium|1|True||Dague|[Equipment_Trickster]|Dagger|False|[]|Kingmaker.Blueprints.Items.Weapons.WeaponVisualParameters|1
Weapon|null|null|False|acda88693ce4a2b46bcb634fcc4e0a95|acda88693ce4a2b46bcb634fcc4e0a95|Dexterity|20 pieds.|Ranged|1d4|True|1|Dart|1||[]|8300|False|7|X2|20|1d4|Piercing damage|11||Fléchette||True|False|[]|[StrengthThrown;Enhancement2]|null|[]|[]|Thrown||0|False|False|False|False|False|DartsMasterwork_LT_6 (UnityEngine.Sprite)|4|CommonPut|CommonPut|CommonTake|False|False|True|True|False|False|False|False|False|False|False|True|False|False|Weapon|False|[]|False|False|0|Slashing damage|[eb2faccc4c9487d43b3575d7e77ff3f5]|False|False|False|False|False||Medium|f415ae950523a7843a74d7780dd551af|Kingmaker.Blueprints.Items.Weapons.WeaponVisualParameters|0|None|DartPlus2|Fléchette +2|DartPlus2|False||Fléchette|null|False|null|2075|[BlueprintItem: MetalShardItem]|False|Medium|1|True||Fléchette|[Equipment_Trickster]|Dart|False|[]|Kingmaker.Blueprints.Items.Weapons.WeaponVisualParameters|0,5
Weapon|null|null|False|695057131a48b4f4884c00f690363f5e|695057131a48b4f4884c00f690363f5e|Strength|2 pieds.|Melee|1d8|True|1|DuelingSword|1||[]|8300|False|7|X2|19|1d8|Slashing damage|11||Épée de duel||True|False|[]|[Enhancement2]|null|[]|[]|BladesHeavy||0|False|False|False|False|False|SwordDuelingAldoriMasterwork (UnityEngine.Sprite)|4|SwordEquip|SwordPut|SwordTake|False|False|False|True|False|True|False|False|False|False|False|False|False|False|Weapon|False|[]|False|False|0|Slashing damage|[eb2faccc4c9487d43b3575d7e77ff3f5]|False|False|False|False|False||Medium|a6f7e3dc443ff114ba68b4648fd33e9f|Kingmaker.Blueprints.Items.Weapons.WeaponVisualParameters|0|None|DuelingSwordPlus2|Épée de duel +2|DuelingSwordPlus2|False||Épée de duel|null|False|null|2075|[BlueprintItem: MetalShardItem]|False|Medium|1|True||Épée de duel|[Equipment_Trickster]|DuelingSword|False|[]|Kingmaker.Blueprints.Items.Weapons.WeaponVisualParameters|3
Weapon|null|null|False|8e6bada1ed926e94f851e9c50585d8b7|8e6bada1ed926e94f851e9c50585d8b7|Strength|2 pieds.|Melee|1d10|True|1|DwarvenWaraxe|1||[]|8300|False|7|X3|20|1d10|Slashing damage|11||Hache de guerre naine||True|False|[]|[Enhancement2]|null|[]|[]|Axes||0|False|False|False|False|False|WaraxeArmyDwarvenNormal_LT_4 (UnityEngine.Sprite)|4|SwordEquip|AxePut|AxeTake|False|False|False|True|False|True|False|False|False|False|False|False|False|False|Weapon|False|[]|False|False|0|Slashing damage|[eb2faccc4c9487d43b3575d7e77ff3f5]|False|False|False|False|False||Medium|a6925f5f897801449a648d865637e5a0|Kingmaker.Blueprints.Items.Weapons.WeaponVisualParameters|0|None|DwarvenWaraxePlus2|Hache de guerre naine +2|DwarvenWaraxePlus2|False||Hache de guerre naine|null|False|null|2075|[BlueprintItem: MetalShardItem]|False|Medium|1|True||Hache de guerre naine|[Equipment_Trickster]|DwarvenWaraxe|False|[]|Kingmaker.Blueprints.Items.Weapons.WeaponVisualParameters|8
Weapon|null|null|False|9cb48261dd41b7948bf630297ca6a92c|9cb48261dd41b7948bf630297ca6a92c|Strength|2 pieds.|Melee|2d6|True|1|EarthBreaker|1||[]|8300|False|7|X3|20|2d6|Bludgeoning damage|11||Brise-terre||True|False|[]|[Enhancement2]|null|[]|[]|Hammers||0|False|False|False|False|False|EarthbreakerArmyMagic_LT_3 (UnityEngine.Sprite)|4|SwordEquip|SwordLargePut|SwordLargeTake|False|False|False|True|False|True|False|False|False|False|False|False|True|False|Weapon|False|[]|False|False|0|Slashing damage|[eb2faccc4c9487d43b3575d7e77ff3f5]|False|False|False|False|False||Medium|54e960775daa4714fa52e0954d8cf862|Kingmaker.Blueprints.Items.Weapons.WeaponVisualParameters|0|None|EarthBreakerPlus2|Brise-terre +2|EarthBreakerPlus2|False||Brise-terre|null|False|null|2075|[BlueprintItem: MetalShardItem]|False|Medium|1|True||Brise-terre|[Equipment_Trickster]|EarthBreaker|False|[]|Kingmaker.Blueprints.Items.Weapons.WeaponVisualParameters|14
Weapon|null|null|False|0dac8b5783e24ed89a47758e75bf0be5|0dac8b5783e24ed89a47758e75bf0be5|Strength|2 pieds.|Melee|2d6|True|1|EarthBreaker|1||[]|28500|False|7|X3|20|2d6|Bludgeoning damage|11||Brise-terre||True|False|[]|[Enhancement2;GhostTouch;AdamantineWeaponEnchantment]|null|[]|[]|Hammers||0|False|False|False|False|False|EarthbreakerDemon (UnityEngine.Sprite)|5|SwordEquip|SwordLargePut|SwordLargeTake|False|False|False|True|False|True|False|False|False|False|False|False|True|False|Weapon|False|[]|False|False|0|Slashing damage|[eb2faccc4c9487d43b3575d7e77ff3f5;47857e1a5a3ec1a46adf6491b1423b4f;ab39e7d59dd12f4429ffef5dca88dc7b]|False|False|False|False|False||Medium|54e960775daa4714fa52e0954d8cf862|Kingmaker.Blueprints.Items.Weapons.WeaponVisualParameters|0|None|EarthBreakerPlus2GhostTouch|Brise-terre spectral en adamantium +2|EarthBreakerPlus2GhostTouch|False||Brise-terre|null|False|null|7125|[BlueprintItem: MetalShardItem]|False|Medium|1|True||Brise-terre|[Equipment_Trickster]|EarthBreaker|False|[]|Kingmaker.Blueprints.Items.Weapons.WeaponVisualParameters|14
Weapon|null|null|False|a81078f8f9148b94ca9f438171792ce9|a81078f8f9148b94ca9f438171792ce9|Strength|2 pieds.|Melee|1d10|True|1|ElvenCurvedBlade|1||[]|8300|False|7|X2|18|1d10|Slashing damage|11||Lame elfique incurvée||True|False|[]|[Enhancement2]|null|[]|[]|BladesHeavy||0|False|False|False|False|False|ElvenCurvedBladeMagic_LB_3 (UnityEngine.Sprite)|4|SwordEquip|SwordLargePut|SwordLargeTake|False|False|False|True|False|True|False|False|False|False|False|False|True|False|Weapon|False|[]|False|False|0|Slashing damage|[eb2faccc4c9487d43b3575d7e77ff3f5]|False|False|False|False|False||Medium|b5e6838ad2a62b146b49619bcf9f42aa|Kingmaker.Blueprints.Items.Weapons.WeaponVisualParameters|0|None|ElvenCurvedBladePlus2|Lame elfique incurvée +2|ElvenCurvedBladePlus2|False||Lame elfique incurvée|null|False|null|2075|[BlueprintItem: MetalShardItem]|False|Medium|1|True||Lame elfique incurvée|[Equipment_Trickster]|ElvenCurvedBlade|False|[]|Kingmaker.Blueprints.Items.Weapons.WeaponVisualParameters|7
Weapon|null|null|False|8c31edb13b069104a946599c31cf9079|8c31edb13b069104a946599c31cf9079|Strength|2 pieds.|Melee|2d4|True|1|Estoc|1||[]|8300|False|7|X2|18|2d4|Piercing damage|11||Estoc||True|False|[]|[Enhancement2]|null|[]|[]|BladesHeavy||0|False|False|False|False|False|EstocEvil_LB_3 (UnityEngine.Sprite)|4|SwordEquip|SwordPut|SwordTake|False|False|False|True|False|True|False|False|False|False|False|False|False|False|Weapon|False|[]|False|False|0|Slashing damage|[eb2faccc4c9487d43b3575d7e77ff3f5]|False|False|False|False|False||Medium|d516765b3c2904e4a939749526a52a9a|Kingmaker.Blueprints.Items.Weapons.WeaponVisualParameters|0|None|EstocPlus2|Estoc +2|EstocPlus2|False||Estoc|null|False|null|2075|[BlueprintItem: MetalShardItem]|False|Medium|1|True||Estoc|[Equipment_Trickster]|Estoc|False|[]|Kingmaker.Blueprints.Items.Weapons.WeaponVisualParameters|4
