0bc09adac665a7647b39ca76b897ddd5 | 2DCagainstNecroticPlus2Enchant | Armor | Cost: 0 | Pure: False
d64d7aa52626bc24da3906dce17dbc7d | ShadowArmor | Armor | Cost: 0 | Pure: False
e90c252e08035294eba39bafce76c119 | ShieldEnhancementBonus1 | Armor | Cost: 0 | Pure: False
7b9f2f78a83577d49927c78be0f7fbc1 | ShieldEnhancementBonus2 | Armor | Cost: 0 | Pure: False
ac2e3a582b5faa74aab66e0a31c935a9 | ShieldEnhancementBonus3 | Armor | Cost: 0 | Pure: False
a5d27d73859bd19469a6dde3b49750ff | ShieldEnhancementBonus4 | Armor | Cost: 0 | Pure: False
84d191a748edef84ba30c13b8ab83bd9 | ShieldEnhancementBonus5 | Armor | Cost: 0 | Pure: False
70c26c66adb96d74baec38fc8d20c139 | ShieldEnhancementBonus6 | Armor | Cost: 0 | Pure: False
0f3bc29589d501e47849d57e201df70f | ShirtMesmerizeEnchantment | Armor | Cost: 0 | Pure: False
be78ec671e390434781c60b2f895a391 | SilkyVeilEnchantment | Armor | Cost: 0 | Pure: False
f6a2be1236934b629e1964a710529905 | SilverMistEnchantment | Armor | Cost: 0 | Pure: False
0821d976beebfc54993d5a32b0772942 | SilverRobeEnchantment | Armor | Cost: 0 | Pure: False
451601816a45311419b77b83f253b75b | SingingSteelEnchant | Armor | Cost: 0 | Pure: False
f01427c560adf894b827d5f499e7d7f8 | SolidChainsEnchantment | Armor | Cost: 0 | Pure: False
6e2dfcafe4faf8941b1426a86a76c368 | SonicResistance10Enchant | Armor | Cost: 0 | Pure: False
8b940da1e47fb6843aacdeac9410ec41 | SonicResistance30Enchant | Armor | Cost: 0 | Pure: False
df5d7d31c272439496025716d4a42d3b | SoullesCommandEnchantment | Armor | Cost: 0 | Pure: False
4bc20fd0e137e1645a18f030b961ef3d | SpellResistance13Enchant | Armor | Cost: 0 | Pure: False
ad0f81f6377180d4292a2316efb950f2 | SpellResistance15Enchant | Armor | Cost: 0 | Pure: False
49fe9e1969afd874181ed7613120c250 | SpellResistance17Enchant | Armor | Cost: 0 | Pure: False
583938eaafc820f49ad94eca1e5a98ca | SpellResistance19Enchant | Armor | Cost: 0 | Pure: False
3f63e1996ccb48b5b437ac2e8225dd4a | SpellResistance32Enchant | Armor | Cost: 0 | Pure: False
10f44d6e666f21e48a2ba4070649d1c6 | StuddedArmorOfTrinityEnchantment | Armor | Cost: 0 | Pure: False
52feff56b7950da469d604104fb05dac | TalwynsArmorEnchantment | Armor | Cost: 0 | Pure: False
1d9b60d57afb45c4f9bb0a3c21bb3b98 | TemporaryArmorEnhancementBonus1 | Armor | Cost: 1 | Pure: True
d45bfd838c541bb40bde7b0bf0e1b684 | TemporaryArmorEnhancementBonus2 | Armor | Cost: 2 | Pure: True
51c51d841e9f16046a169729c13c4d4f | TemporaryArmorEnhancementBonus3 | Armor | Cost: 3 | Pure: True
a23bcee56c9fcf64d863dafedb369387 | TemporaryArmorEnhancementBonus4 | Armor | Cost: 4 | Pure: True
15d7d6cbbf56bd744b37bbf9225ea83b | TemporaryArmorEnhancementBonus5 | Armor | Cost: 5 | Pure: True
fb69a792a52a4f2aaadffc0e820f89dd | TheUndyingLoveOfTheHopebringerEnchantment | Armor | Cost: 0 | Pure: False
dd05aa686beec534d8e6007447df7a4e | ThickPadsEnchantment | Armor | Cost: 0 | Pure: False
e82cbaab66e2415dbb5869bbfc1664e7 | ThroneKeeperEnchantment | Armor | Cost: 0 | Pure: False
f6b1f4378dd64044db145a1c2afa589f | TowerShieldAttackPenalty | Armor | Cost: 0 | Pure: False
18a2cf7f9c3aac84681ee728197c6a2a | TrailblazersArmorEnchantment | Armor | Cost: 0 | Pure: False
673b7d8736c081e4e852c6bea428c6f1 | TribalScoutsHideEnchantment | Armor | Cost: 0 | Pure: False
6ead380e0a4b0c145be836cb5eb33a5d | TripImmunityEnchant | Armor | Cost: 0 | Pure: False
7a812495bce84ca6a30a0b6405004bf2 | TrueSerenityEnchantment | Armor | Cost: 0 | Pure: False
49f53e7cb012fe545984ea349a31c580 | TunicOfArdentWarpriestEnchantment | Armor | Cost: 0 | Pure: False
fce1b85a4827b2d4e8d4a2165306b418 | UnbendingArmorEnchantment | Armor | Cost: 0 | Pure: False
a57affcaa0f691f4d9bb487e2c6df2a7 | UndyingDevotionEnchantment | Armor | Cost: 0 | Pure: False
2bad421501863b5459b14e80dbc3e859 | ValerieSilkShirtEnchant | Armor | Cost: 0 | Pure: False
48c09cd683b8f9849a11223c51715b27 | VenomousLimbShieldEnchant | Armor | Cost: 0 | Pure: False
94ffc841bf1f9d74296378fa89c661ce | VestShirtBogeymanEnchantment | Armor | Cost: 0 | Pure: False
439f3f2d1cfda324b87da75e2a75b594 | VeteransArmorEnchantment | Armor | Cost: 0 | Pure: False
1d2f136536ccaad43b71eba64b4895df | VoidMirrorEnchantment | Armor | Cost: 0 | Pure: False
65900d6225083fa42a7082a08f569d71 | WallsOfTheSanctuaryShieldEnchant | Armor | Cost: 0 | Pure: False
35586229165ba3845bdf7da1d622cbee | WanderingConmanEnchantment | Armor | Cost: 0 | Pure: False
2c5d6d5cac1978d4f910ebec92a6bad3 | WarpathEnchantment | Armor | Cost: 0 | Pure: False
65ddd5865a6421248aad7e099ca7269c | WelcomeRespiteEnchantment | Armor | Cost: 0 | Pure: False
92bf74444378fa0439b55932a89fd914 | WyrmwallArmorEnchant | Armor | Cost: 0 | Pure: False
7391002fb801497695a8556e2b4fcc72 | ZachariusFallenWandEnchantment | Armor | Cost: 0 | Pure: False
502459ea2f9390745864dbd27ef6677a | AbyssWalkersEnchantment | Other | Cost: 0 | Pure: False
0896a269456ca794b8750f4d96e1d0bb | AcrobatsFootwearEnchantment | Other | Cost: 0 | Pure: False
4f444d9161590f84a928b2afb09c987e | AllRoundDefenseEnchatment | Other | Cost: 0 | Pure: False
2b6a3d0a74d740faa06a2e0ad266b4a9 | ALR_GlovesEnchantment | Other | Cost: 0 | Pure: False
09e9b14717e3e0c4cac13a8dbe091e5d | AmberLoveGlovesEnchantment | Other | Cost: 0 | Pure: False
9ab0f698388a92d459c9604e849a0adb | AmberLustGlovesEnchantment | Other | Cost: 0 | Pure: False
f3e428ffe59449258e7f151fb7167b6d | AmuletOfAlchemicKnowledgeEnchantment | Other | Cost: 0 | Pure: False
70282ab25bba29a459321cb4262954cf | AmuletOfApothecaryEnchantment | Other | Cost: 0 | Pure: False
b1c0ffa352da4f5d961f24c25e74c1c0 | AmuletofArodenBaneNonHumanEnchantment | Other | Cost: 0 | Pure: False
bf5be9df0f7046458341345c25588888 | AmuletofArodenEnchantment | Other | Cost: 0 | Pure: False
1e0cdf908032439e8b8213a828fdce4c | AmuletofArodenInvincibleMeleeEnchantment | Other | Cost: 0 | Pure: False
6b89e7b00bb7c4349b41b60ebee1882e | AmuletOfBlackenedMirrorEnchantment | Other | Cost: 0 | Pure: False
5bfd6b8e0384c8c4eab70b554414ae2e | AmuletOfCirculatingBloodEnchantment | Other | Cost: 0 | Pure: False
24a50c7a581f493c9644d6e3714fc919 | AmuletOfDeepRootsEnchantment | Other | Cost: 0 | Pure: False
e3694bec9b7012145847cd4b60de638c | AmuletOfDeepWaterEnchantment | Other | Cost: 0 | Pure: False
c172e797b44649940a51bdad269a31f2 | AmuletOfDevourEnchantment | Other | Cost: 0 | Pure: False
d7f985d0fd4772243be30e06e3e7d400 | AmuletOfEpicSongsEnchantment | Other | Cost: 0 | Pure: False
51bf2d87a2d77da43889f4231e6f9c3d | AmuletOfEvilDoomEnchantment | Other | Cost: 0 | Pure: False
a3e6cbc71a5344738a89350e3acd0946 | AmuletOfHiddenHorrorsEnchantment | Other | Cost: 0 | Pure: False
9b96fc6d3d86741489e0815941263f10 | AmuletOfImposingPhysiqueEnchantment | Other | Cost: 0 | Pure: False
63e82caadc1eb3847b14fd471ad5bdc4 | AmuletOfInnerSightEnchantment | Other | Cost: 0 | Pure: False
30bbe86f50acfb74e9a5b06849dd16bc | AmuletOfJoustingEnchantment | Other | Cost: 0 | Pure: False
7b9af1df333b4003b07d16f164645929 | AmuletOfNaturalArmor7ExtraEnchantment | Other | Cost: 0 | Pure: False
51af11696450e964d800baf012db732f | AmuletOfQuickDrawEnchantment | Other | Cost: 0 | Pure: False
84b63c1516d208247bceec28d6b6b38d | AmuletOfTheDyingWisdomEnchantment | Other | Cost: 0 | Pure: False
f2729da6c21397f408b63d57a24e05d4 | AmuletOfUnforgivingElementsEnchantment | Other | Cost: 0 | Pure: False
0c96b611460bb254cbe9fdbfe7dbbdad | AncestralDwarwenShieldEnchantment | Other | Cost: 0 | Pure: False
54276e617b5d4f2fa889a53e5271afff | AncientWoodEnchantment | Other | Cost: 0 | Pure: False
3b8b841e1e65494b9dd2034fb4ae07f9 | ArachnidGogglesEnchantment | Other | Cost: 0 | Pure: False
366f3ce5832e547489a13ce6101d411e | ArcheryEnchantment | Other | Cost: 0 | Pure: False
d695146c6c6dcfd48980406a280faca1 | ArcheryLesserEnchantment | Other | Cost: 0 | Pure: False
f48815cda43c4b2c85cb22eee94cfa95 | ArmExtendersEnchantment | Other | Cost: 0 | Pure: False
183e268ab1ba71a47b548b9408e34ae0 | ArmorBonus1 | Other | Cost: 0 | Pure: False
2934c1a033db4cd9bf56cc3eb60fd94e | ArmorBonus10 | Other | Cost: 0 | Pure: False
761cb57f05e40e04281f6b930175f290 | ArmorBonus2 | Other | Cost: 0 | Pure: False
8b35eda0cd2ab994cbfb41bbb14756a1 | ArmorBonus3 | Other | Cost: 0 | Pure: False
7ee8802804a2b05478b19042fc3ddcf8 | ArmorBonus4 | Other | Cost: 0 | Pure: False
25ea4926377d23b48bf6f225e8a831a3 | ArmorBonus5 | Other | Cost: 0 | Pure: False
f4088bbd8c450ae4498c056f932d1c8e | ArmorBonus6 | Other | Cost: 0 | Pure: False
04a1ff33d8f45de46a3ba819aa343a1e | ArmorBonus7 | Other | Cost: 0 | Pure: False
eff702c8c75385e409de56c32b81c48b | ArmorBonus8 | Other | Cost: 0 | Pure: False
9f8aaff68c574f5d8770a64db6102006 | ArmorBonus9 | Other | Cost: 0 | Pure: False
c2e7af6f0d5444247b3eaf0162cff102 | ArrowguardBucklerEnchantment | Other | Cost: 0 | Pure: False
4720a88cdc8e47fe8526041cdfe2a5a4 | Artifact_AeonCloakEnchantment | Other | Cost: 0 | Pure: False
10b62f56302c49c887d53787948c5cda | Artifact_AngelCloakEnchantment | Other | Cost: 0 | Pure: False
6f98cfca5c3349e5b84234d2b0de1528 | Artifact_AzataCloakEnchantment | Other | Cost: 0 | Pure: False
cac396c6bf504897a713e631eaa29334 | Artifact_DemonCloakEnchantment | Other | Cost: 0 | Pure: False
55c633ac6777427e9fc8cff956eba091 | Artifact_DemonicHelmetEnchantment | Other | Cost: 0 | Pure: False
3d4e6d1891274d359231146377d8e5a6 | Artifact_DevilCloakEnchantment | Other | Cost: 0 | Pure: False
9d7b562fa7e44ae281963716fc00b91b | Artifact_DragonCloakEnchantment | Other | Cost: 0 | Pure: False
0f22f4c02677e6a4aaf82d7b2942b6fc | Artifact_FeetEnchantment | Other | Cost: 0 | Pure: False
cfc471e400ad4d888b1761a90793ae0d | Artifact_HornsOfNaragaEnchantment | Other | Cost: 0 | Pure: False
b2ba70c11729488184073ba9c1f1c463 | Artifact_LegendCloakEnchantment | Other | Cost: 0 | Pure: False
79a17694ce3944a7b10e6bea48a7688e | Artifact_LichCloakEnchantment | Other | Cost: 0 | Pure: False
f6487579bcb34d63ba686f1cd979d6c0 | Artifact_LocustCloakEnchantment | Other | Cost: 0 | Pure: False
192817abfa805044bbbd002a6bc687bb | Artifact_RingOfSummonsEnchantment | Other | Cost: 0 | Pure: False
e3e9bf758c2f42b4fbacf3f711b58fa1 | Artifact_SpikedGauntletEnchantment | Other | Cost: 0 | Pure: False
86a60874bdeb4e999b4fa18310100574 | Artifact_TricksterCloakEnchantment | Other | Cost: 0 | Pure: False
e935c1458b36b904fad1f823d3095c9b | AspectOfTheAspEnchantment | Other | Cost: 0 | Pure: False
c02a67098ab9da647b25eead5ece3e41 | AssailantsBeltEnchantment | Other | Cost: 0 | Pure: False
3f58cc3d333449d47b58fe9791eeb693 | AvengingRingEnchantment | Other | Cost: 0 | Pure: False
631f982ad339c054b9d2057f60f74055 | BackrankAssistanceEnchantment | Other | Cost: 0 | Pure: False
57f549b6bad94793b22506915492f424 | BaphometFireGloves_AnimalisticFireEnchantment | Other | Cost: 0 | Pure: False
edd9399fa02f4f09b47e2eb474abe5a5 | BaphometFireGloves_BurningCunningEnchantment | Other | Cost: 0 | Pure: False
c4d1de75e050f344eb027ecc23a33174 | BardingOfElderBeastsEnchantment | Other | Cost: 0 | Pure: False
5b52887736bd2514c9dc292644827e31 | BastionOfLionHeartArmorEnchantment | Other | Cost: 0 | Pure: False
ce06157783244cd4b884a4cba0ed1b1a | BattleMagesHeadbandEnchantment | Other | Cost: 0 | Pure: False
39dcb12fc0bb44347ab7eee152c4f612 | BeastKingEnchantment | Other | Cost: 0 | Pure: False
2fe49d420a7ab8441a5d34d6667ebcd3 | BeltofAdditionalPocketsEnchant | Other | Cost: 0 | Pure: False
3d2ebf32e8c47494ea1c1db6485e7d1e | BeltOfAlacrityEnchantment | Other | Cost: 0 | Pure: False
f7c7cb4636b14197adae70618ba8838c | BeltOfArodenEnchantment | Other | Cost: 0 | Pure: False
4994410159214c189a795def386183f7 | BeltofArodenInvincibleRangedEnchantment | Other | Cost: 0 | Pure: False
841131231db847aeaf82f9b94f7f44cc | BeltOfArodenSpellTurningEnchantment | Other | Cost: 0 | Pure: False
39c16220c3b0f81459c45aca0787e30b | BeltOfBeastlySturdinessEnchantment | Other | Cost: 0 | Pure: False
5f1d88dbc1847f949ab3f62937e76255 | BeltOfBloodlustEnchantment | Other | Cost: 0 | Pure: False
717ea085eb284bb4392f15534a00426a | BeltOfCourageousChargeEnchantment | Other | Cost: 0 | Pure: False
44994cab01a6e664486509e52939a62c | BeltOfDemonicShadowEnchantment | Other | Cost: 0 | Pure: False
c4297d32933869c41af33e323c85dbb9 | BeltOfImprovedProtectionEnchantment | Other | Cost: 0 | Pure: False
7d1df2c861dfd794b8b57353bba5e9a3 | BeltOfPerfectComponentsEnchant | Other | Cost: 0 | Pure: False
746998b453c49b74f8434ab950d268a4 | BeltOfPerfectComponentsGreaterEnchant | Other | Cost: 0 | Pure: False
8504da522f2782740b829a208dd7a6ea | BeltOfPerfectComponentsLesserEnchant | Other | Cost: 0 | Pure: False
16e298ab010a4d05bded4f1c6580bd22 | BeltOfPerfection8ExtraBaseEnchantment | Other | Cost: 0 | Pure: False
f352014868c44e75a0a17c5f904e3631 | BeltOfPerfection8ExtraEnchantment | Other | Cost: 0 | Pure: False
55d8befe270846beaed9bb4182d259a0 | BeltOfPrimalForceEnchantment | Other | Cost: 0 | Pure: False
909a502ebf3f00c4fa81af51573814e2 | BeltOfShadowsEnchantment | Other | Cost: 0 | Pure: False
45053727a438b7945b7cba0d37b23533 | BeltOfThunderousChargingEnchantment | Other | Cost: 0 | Pure: False
3c7525be2155f3241b4c41288df8a5b9 | BeltOfVeneratedChampionEnchantment | Other | Cost: 0 | Pure: False
bdb593cb435c4c1387679d4c52071396 | BestialRagsEnchantment | Other | Cost: 0 | Pure: False
8239dd8bd2fcc0a4497955a8388b1cab | BigGameGlovesEnchantment | Other | Cost: 0 | Pure: False
596fbdc1a0341624c9e1cb6252a54877 | BlackFurCloakEnchantment | Other | Cost: 0 | Pure: False
1ad2e26850bfef7409199c2fa23e1fa3 | BlackKnightCloakEnchantment | Other | Cost: 0 | Pure: False
b784fcbc0b0cc1b42945f7a860c81171 | BlackRingWithRunesEnchantment | Other | Cost: 0 | Pure: False
f0e7f7ad74269c348b124a1e0586447e | BladeguardBucklerEnchantment | Other | Cost: 0 | Pure: False
f4a3154ad58272a4788c9671bdc9cd9d | BlazingCavalierShieldEnchantment | Other | Cost: 0 | Pure: False
66f6fe8776944f8198e22002827c1862 | BlazingCrownEnchantment | Other | Cost: 0 | Pure: False
3f5740b4ce9e3964a85b9f05149e3a4f | BlindingEnlightenmentEnchantment | Other | Cost: 0 | Pure: False
dc6927b978fd07a4dae6bc1bce93d8ef | BlindnessImmunity | Other | Cost: 0 | Pure: False
44032c66e9f0eea4f84ef8d534e13450 | BloodClarityEnchantment | Other | Cost: 0 | Pure: False
fa4c141977353724cb2d4b9559a79eb8 | BloodDrenchedGlovesEnchantment | Other | Cost: 0 | Pure: False
3ecfb0133231476fbea545bbba0d0654 | BloodyMeatEnchantment | Other | Cost: 0 | Pure: False
b84a5c13830cfaa44b80c1bad604bdb1 | BombThrowingGlovesEnchantment | Other | Cost: 0 | Pure: False
967676618473df3418515d2ed99bbc7f | BoneAmuletEnchantment | Other | Cost: 0 | Pure: False
47bf222183c27d34a9481f19e7045613 | BonethreaderBootsEnchantment | Other | Cost: 0 | Pure: False
5ef6b452273044cb9b4bf63fd07d8639 | BooksOfDreamsIIIStageEnchantment | Other | Cost: 0 | Pure: False
86c43107e126418288ef681bc82fc567 | BooksOfDreamsIIStageEnchantment | Other | Cost: 0 | Pure: False
56ec6da4e4304318a20656b726b23501 | BooksOfDreamsIStageEnchantment | Other | Cost: 0 | Pure: False
8a07ba5169caf3c4e9890d62b36552c7 | BookwormsHeadbandEnchantment | Other | Cost: 0 | Pure: False
76df407bc7e8e5e4cafc244878542f53 | BootsOfArcanePersistanceEnchantment | Other | Cost: 0 | Pure: False
c4e5785ec6bc4d969b8414b1e44a877a | BootsOfCompleteEarthingEnchantment | Other | Cost: 0 | Pure: False
fa9c47d68a49bc64aa680e74fca1bcc2 | BootsOfForestTrackerEnchantment | Other | Cost: 0 | Pure: False
8bd1fe6694ababf4aa0fd94b9d20d0c2 | BootsOfFreereinEnchantment | Other | Cost: 0 | Pure: False
b5849f2d41ff4bdc82f99b36b5ba3a4c | BootsOfFreestReinEnchantment | Other | Cost: 0 | Pure: False
0f9b75c10aa84ba68bd40ad3b6336ce4 | BootsOfFreestReinSecondEnchantment | Other | Cost: 0 | Pure: False
25fd94a2fbf34e07bd3d087734b2083c | BootsOfMagicalWhirlEnchantment | Other | Cost: 0 | Pure: False
8d1485b6964856244aa9444d36052e68 | BootsOfManticoreEnchantment | Other | Cost: 0 | Pure: False
d8ae1da0ef3ad9f43be86feea0ec3b2a | BootsOfOutbreakEnchantment | Other | Cost: 0 | Pure: False
9cf06515dfaf8894993872bca399c689 | BootsOfStampedeEnchantment | Other | Cost: 0 | Pure: False
852b98c9844046829e03ef12fbe65158 | BootsOfTheBattleHeraldEnchantment | Other | Cost: 0 | Pure: False
35ddae787ff647fa8d4994e2f2fe8eb3 | BootsOfTheCatEnchantment | Other | Cost: 0 | Pure: False
e643d996dcbf83949a50abff4d5f90e9 | BootsOfTheCreepingDeathEnchantment | Other | Cost: 0 | Pure: False
8bfc92d8255e36242a5a4a9a9ccab264 | BootsOfTheLightStepEnchantment | Other | Cost: 0 | Pure: False
c19d7c760e9b450aac190b81cd948868 | BootsOfTheRat_Enchantment | Other | Cost: 0 | Pure: False
4ba297e98fa307340a2bf249ad5b8781 | BootsOfTheSwampEnchantment | Other | Cost: 0 | Pure: False
f327a2d896e87a249b0662786284f569 | BootsOfWaryStepsEnchantment | Other | Cost: 0 | Pure: False
e23546a98d62357418cdf7a93cf11847 | BorealMightEnchantment | Other | Cost: 0 | Pure: False
95e9ca4f21ecbfd46b0beafd7950f209 | BracersOfAbruptOnslaughtEnchantment | Other | Cost: 0 | Pure: False
960338b649a00754c9cd24badefd253d | BracersOfAnimalFuryEnchantment | Other | Cost: 0 | Pure: False
175f756579fc5f54cbaab8de74a8969a | BracersOfBalanceEnchantment | Other | Cost: 0 | Pure: False
436d0fdaf05ca644e8198a3519f51487 | BracersOfBreachingEnchantment | Other | Cost: 0 | Pure: False
5d23d1e3cf706ed48b7772d914f702ae | BracersOfDominanceEnchantment | Other | Cost: 0 | Pure: False
dbf45cd03d94dfc43ad73d24416bbef1 | BracersOfEldritchScholarEnchantment | Other | Cost: 0 | Pure: False
9840918fbd5b9074cb6c6b2fae8c88f8 | BracersOfHarmfulConversionEnchantment | Other | Cost: 0 | Pure: False
e32573bd3a5fe66469412279f39b9416 | BracersOfHeavyHandEnchantment | Other | Cost: 0 | Pure: False
5286fc8c0d5e43af850c628f6c3db5a3 | BracersOfMightyBoarEnchantment | Other | Cost: 0 | Pure: False
939bc65002a19b944862633446a17293 | BracersOfMindBreakEnchantment | Other | Cost: 0 | Pure: False
e79de42c06432874d81554d4604fac18 | BracersOfOverwhelmingVigorEnchantment | Other | Cost: 0 | Pure: False
3a6d4f95d5f00104591b998af20d6af9 | BracersOfRoughLandingEnchantment | Other | Cost: 0 | Pure: False
2452067b1107405e83dda580d5345cd6 | BracersOfSlaughterEnchantment | Other | Cost: 0 | Pure: False
0b7d87791c3e160448c5b05b0823ce7f | BracersOfWizardEnchantment | Other | Cost: 0 | Pure: False
60e67f9d22f0ca848bfda284937e55d2 | BracersSpikedHodagEnchantment | Other | Cost: 0 | Pure: False
3f18b4d585f50b14c8dbb9e05f56f6cd | BraveryRingEnchant | Other | Cost: 0 | Pure: False
87cdf5d14f4db9b429c2171e22ad9bef | BrazenWhipEnchantment | Other | Cost: 0 | Pure: False
fecd052321109554396a7fc40e604049 | BrestplateOfWhiteDragonEnchantment | Other | Cost: 0 | Pure: False
e37143e1ad523d7418da8bd698e42207 | BrokenPhylacteryBodyRingEnchantment | Other | Cost: 0 | Pure: False
96504ec0d97a75c4f9c91e775723dc8a | BrokenPhylacterySoulRingEnchantment | Other | Cost: 0 | Pure: False
d6af1230d246407a9fff24ee511e74c6 | BucklerOfElementalGuardEnchantment | Other | Cost: 0 | Pure: False
ebf2323ccbe646446997c97e8c17905f | BucklerOfRayNegationShieldEnchantment | Other | Cost: 0 | Pure: False
a864da8cc74065e4aad897d24a66e3e1 | CallToViolenceEnchantment | Other | Cost: 0 | Pure: False
ef2d4aaad665a2144b1bd0355535e2e6 | CameliaAmuletEnchantment | Other | Cost: 0 | Pure: False
28519dec9c9dcc64c9c6cad53b650826 | CapeOfDesinsectorEnchantment | Other | Cost: 0 | Pure: False
d138587e9193f7245931d9183c640d97 | CapeOfDivinationEnchant | Other | Cost: 0 | Pure: False
2ca7f43918fa477f99a0df5f3c28b270 | CapeOfFeintingEnchantment | Other | Cost: 0 | Pure: False
54ca61d175714a048977d450b7a86d77 | CastersDreamEnchantment | Other | Cost: 0 | Pure: False
fb1630b28e902e04ab47032a326b64b9 | CelestialProtectionEnchantment | Other | Cost: 0 | Pure: False
ca7a2fc5cc38437e8d5bddb9ec3ccbd3 | ChaosScourgeEnchantment | Other | Cost: 0 | Pure: False
3619b3ddc8e156a498b7fd5db02457b8 | Charisma1 | Other | Cost: 0 | Pure: False
f945413e1b120294780ba9de26bd2f7a | Charisma2 | Other | Cost: 0 | Pure: False
7206fa43786eff647a08dd7278654252 | Charisma3 | Other | Cost: 0 | Pure: False
4dcb81fcbfb11714db17ece0c152ed8b | Charisma4 | Other | Cost: 0 | Pure: False
746050ea264d7154f93eec9f3dac4598 | Charisma5 | Other | Cost: 0 | Pure: False
85c75c68eb10f6f459bab5ade8ec0abe | Charisma6 | Other | Cost: 0 | Pure: False
2ca883f6666e06a449d135ff9a1c706c | Charisma7 | Other | Cost: 0 | Pure: False
7669e7a9af237314dbb2a22e78e1a0b4 | Charisma8 | Other | Cost: 0 | Pure: False
a8dc9692005fd514a967c2242608d6d1 | Charisma9 | Other | Cost: 0 | Pure: False
0e2a57e5e9de6b140a68565015f13b44 | CharonsTouchEnchantment | Other | Cost: 0 | Pure: False
6ca584310fac2f1468594c629ccdfc89 | CharredBulwarkShieldEnchantment | Other | Cost: 0 | Pure: False
0b7cc1b289cb116499b67bf4a68e111a | CheerfulWarriorsHelmEnchantment | Other | Cost: 0 | Pure: False
ec0263c52a994c33a23f6f09e1a692e5 | ChromaticCloakEnchantment | Other | Cost: 0 | Pure: False
4b0dfad228d130d43960ce1c09591df0 | CinderGogglesEnchantment | Other | Cost: 0 | Pure: False
54f152bc1abbffa42a030ff300f03d5a | ClawEnhancement2 | Other | Cost: 0 | Pure: False
c8825b9e53a1bbd4da9c64f436f0ca64 | ClawEnhancement3 | Other | Cost: 0 | Pure: False
1f04efa388c6b9d4da12ea027ecb4ac5 | ClawsOfAMonsterEnchantment | Other | Cost: 0 | Pure: False
e10df546d20f0b54493ba31de6feb093 | ClearPurposeEnchantment | Other | Cost: 0 | Pure: False
11dabeee4547c61438cc0044611de449 | CloakFromThickPeltEnchantment | Other | Cost: 0 | Pure: False
79ab6916d9732a049973d6ebf4ac0c18 | CloakOfArcaneReservesEnchantment | Other | Cost: 0 | Pure: False
430bf7cabb9c494195e7b0dc9a192900 | CloakOfAstoundingProwessEnchantment | Other | Cost: 0 | Pure: False
0436324f1191ec64687efcfc0b790aee | CloakOfBloodScentEnchantment | Other | Cost: 0 | Pure: False
3641d35ec8817c24692995ec98a30402 | CloakOfCaranageEnchantment | Other | Cost: 0 | Pure: False
c0e9729679d54f0459f19bf8c541b355 | CloakOfCleansingEnchantment | Other | Cost: 0 | Pure: False
22a1fe3336a04072a8412751ac60d43c | CloakOfDarkestRitesEnchantment | Other | Cost: 0 | Pure: False
a222d78bd600dbc45bf42b79844cf7ee | CloakOfDisguiseEnchantment | Other | Cost: 0 | Pure: False
5361764e77f641039f9c39afa438b061 | CloakOfEfficientInvisibilityEnchnatment | Other | Cost: 0 | Pure: False
1582d0c65dcb4523a6ab61b792da0c1e | CloakOfLoneWolfEnchantment | Other | Cost: 0 | Pure: False
a63cf1a1b7bb45d289fe72feaff0cf55 | CloakOfMortaEnchantment | Other | Cost: 0 | Pure: False
3dda8b22e1124cb8bbd1546636e0e258 | CloakOfResistance7ExtraEnchantment | Other | Cost: 0 | Pure: False
7df1e77c65d44b87a290a4b3aee41683 | CloakOfSacredStudiesEnchantment | Other | Cost: 0 | Pure: False
800d2e5571d292e44b1dcf145b407dbe | CloakOfSharpFangsEnchantment | Other | Cost: 0 | Pure: False
402649cec0238d441ac6d08c3d44412d | CloakOfStrongWilledEnchantment | Other | Cost: 0 | Pure: False
6280c2967a4a3d340b0cbe6ca0c306b9 | CloakOfTheAncientHeraldEnchantment | Other | Cost: 0 | Pure: False
83f696e9e6fe62b45876fde233914506 | CloakOfTheBearEnchantment | Other | Cost: 0 | Pure: False
af24e674d4279cf468182bf612513b73 | CloakOfTheLionEnchantment | Other | Cost: 0 | Pure: False
d89021651911c1a48bad11c599e9eff3 | CloakOfTheWinterWolfEnchantment | Other | Cost: 0 | Pure: False
2421a9a5ceac85b488d7df4ed289d9b5 | CloakOfWyvernEnchantment | Other | Cost: 0 | Pure: False
6701ac43a4cda8b48bccbfbe2cb06673 | ClockworkPendantEnchantment | Other | Cost: 0 | Pure: False
8a433f9b5ecd4946a5c857c4ea069caf | ClutchOfCorruptionEnchantment | Other | Cost: 0 | Pure: False
88f95c33d8ec444dacd059016bc9e520 | CobraPadsEnchantment | Other | Cost: 0 | Pure: False
04fa37ad59430984987ae8f396c0d1fd | ColdResistance10Enchantment | Other | Cost: 0 | Pure: False
ba56dc2d1786b9348a3a4d10f82aad85 | ColdResistance15Enchantment | Other | Cost: 0 | Pure: False
644b3c389df58fb4ea1a83365881e2b6 | ColdResistance25Enchantment | Other | Cost: 0 | Pure: False
3c62e48bfec049b99f7c7f6759c42b1f | ColorlessRemainsGoggles_SolidEnchantment | Other | Cost: 0 | Pure: False
e9955fdb6e592f948b1ef4135c25fc1a | ConmansRingEnchantment | Other | Cost: 0 | Pure: False
795961be949cb474ca408d32258a836c | Constitution1 | Other | Cost: 0 | Pure: False
