Category|Ability|ActivatableAbility|AlwaysPrimary|AssetGuid|AssetGuidThreadSafe|AttackBonusStat|AttackRange|AttackType|BaseDamage|CanChangeVisual|CasterLevel|Category|Charges|Comment|ComponentsArray|Cost|CountAsDouble|CR|CriticalModifier|CriticalRollEdge|Damage|DamageType|DC|DefaultNonIdentifiedDescription|DefaultNonIdentifiedName|Description|Destructible|Double|ElementsArray|Enchantments|EquipmentEntity|EquipmentEntityAlternatives|Errors|FighterGroup|FlavorText|ForcedRampColorPresetIndex|ForceStackable|GainAbility|HasErrors|HasNoDamage|HideAbilityInfo|Icon|IdentifyDC|InventoryEquipSound|InventoryPutSound|InventoryTakeSound|IsDamageDiceOverridden|IsJunk|IsLight|IsMagic|IsMasterwork|IsMelee|IsMonk|IsNatural|IsNonRemovable|IsNotable|IsOnlyMasterwork|IsRanged|IsTwoHanded|IsUnarmed|ItemType|KeepInPolymorph|m_AllElements|m_AlwaysPrimary|m_CanChangeVisual|m_DamageDice|m_DamageType|m_Enchantments|m_IsCanChangeVisualOverriden|m_OverrideDamageDice|m_OverrideDamageType|m_OverrideDestructible|m_OverrideShardItem|m_SecondWeapon|m_Size|m_Type|m_VisualParameters|m_Weight|MiscellaneousType|name|Name|NameForAcronym|NeedSkinningForCollect|NonIdentifiedDescription|NonIdentifiedName|PrototypeLink|RestoreChargesOnRest|SecondWeapon|SellPrice|ShardItem|ShowDestructibleField|Size|SpellLevel|SpendCharges|SubtypeDescription|SubtypeName|TrashLootTypes|Type|UseShardItem|UseWhileCanComponents|VisualParameters|Weight
Weapon|null|null|False|766689ccb57d9eb4f8fc88e2e85a919f|766689ccb57d9eb4f8fc88e2e85a919f|Strength|2 pieds.|Melee|1d8|True|1|HeavyMace|1||[]|12|False|0|X2|20|1d8|Bludgeoning damage|11||Masse d'armes lourde||True|False|[]|[]|null|[]|[]|Hammers||0|False|False|False|False|False|MaceHeavyBandits (UnityEngine.Sprite)|0|SwordEquip|AxePut|AxeTake|False|False|False|False|False|True|False|False|False|False|False|False|False|False|Weapon|False|[]|False|False|0|Slashing damage|[]|False|False|False|False|False||Medium|d5a167f0f0208dd439ec7481e8989e21|Kingmaker.Blueprints.Items.Weapons.WeaponVisualParameters|0|None|StandardHeavyMace|Masse d'armes lourde|StandardHeavyMace|False||Masse d'armes lourde|null|False|null|3|[BlueprintItem: MetalShardItem]|False|Medium|1|True||Masse d'armes lourde|[Equipment]|HeavyMace|False|[]|Kingmaker.Blueprints.Items.Weapons.WeaponVisualParameters|6
Weapon|null|null|False|926d02c8af0352b46874791d4de9764f|926d02c8af0352b46874791d4de9764f|Strength|2 pieds.|Melee|1d6|True|1|Shortspear|1||[]|4|False|0|X2|20|1d6|Piercing damage|11||Épieu||True|False|[]|[]|null|[]|[]|Spears, Thrown||0|False|False|False|False|False|SpearShortCommon_RB_3 (UnityEngine.Sprite)|0|SwordEquip|SpearPut|SpearTake|False|False|False|False|False|True|False|False|False|False|False|False|False|False|Weapon|False|[]|False|False|0|Slashing damage|[]|False|False|False|False|False||Medium|cf72040b79c99504785976b28d54b2b7|Kingmaker.Blueprints.Items.Weapons.WeaponVisualParameters|0|None|StandardShortspear|Épieu|StandardShortspear|False||Épieu|null|False|null|1|[BlueprintItem: MetalShardItem]|False|Medium|1|True||Épieu|[Equipment]|Shortspear|False|[]|Kingmaker.Blueprints.Items.Weapons.WeaponVisualParameters|3
Weapon|null|null|False|19a5092244dcf99478dcd73c974828b1|19a5092244dcf99478dcd73c974828b1|Dexterity|50 pieds.|Ranged|1d10|True|1|HeavyCrossbow|1||[]|52|False|0|X2|19|1d10|Piercing damage|11||Arbalète lourde||True|False|[]|[]|null|[]|[]|Crossbows||0|False|False|False|False|False|CrossbowHeavyArmy (UnityEngine.Sprite)|0|BowEquip|CrossbowPut|CrossbowTake|False|False|False|False|False|False|False|False|False|False|False|True|True|False|Weapon|False|[]|False|False|0|Slashing damage|[]|False|False|False|False|False||Medium|36d0551b8a28587438a47fcbbf53c083|Kingmaker.Blueprints.Items.Weapons.WeaponVisualParameters|0|None|StandardHeavyCrossbow|Arbalète lourde|StandardHeavyCrossbow|False||Arbalète lourde|null|False|null|13|[BlueprintItem: WoodShardItem]|False|Medium|1|True||Arbalète lourde|[Equipment]|HeavyCrossbow|False|[]|Kingmaker.Blueprints.Items.Weapons.WeaponVisualParameters|8
Weapon|null|null|False|511c97c1ea111444aa186b1a58496664|511c97c1ea111444aa186b1a58496664|Dexterity|50 pieds.|Ranged|1d8|True|1|LightCrossbow|1||[]|36|False|0|X2|19|1d8|Piercing damage|11||Arbalète légère||True|False|[]|[]|null|[]|[]|Crossbows||0|False|False|False|False|False|TH_CrossbowLightArmy_Normal_RB_4 (UnityEngine.Sprite)|0|BowEquip|CrossbowPut|CrossbowTake|False|False|False|False|False|False|False|False|False|False|False|True|True|False|Weapon|False|[]|False|False|0|Slashing damage|[]|False|False|False|False|False||Medium|d525e7a6d8d5aa648a976ac41194b8d0|Kingmaker.Blueprints.Items.Weapons.WeaponVisualParameters|0|None|StandardLightCrossbow|Arbalète légère|StandardLightCrossbow|False||Arbalète légère|null|False|null|9|[BlueprintItem: WoodShardItem]|False|Medium|1|True||Arbalète légère|[Equipment]|LightCrossbow|False|[]|Kingmaker.Blueprints.Items.Weapons.WeaponVisualParameters|4
Weapon|null|null|False|c926ffbdccc4d124c8e8dedfe2e6f499|c926ffbdccc4d124c8e8dedfe2e6f499|Strength|2 pieds.|Melee|1d10|True|1|Greatclub|1||[]|75|False|0|X2|20|1d10|Bludgeoning damage|11||Massue||True|False|[]|[]|null|[]|[]|Hammers||0|False|False|False|False|False|GreatclubBarbarianNormal_LT_4 (UnityEngine.Sprite)|0|WeaponWoodEquip|WeaponWoodPut|WeaponWoodTake|False|False|False|False|False|True|False|False|False|False|False|False|True|False|Weapon|False|[]|False|False|0|Slashing damage|[]|False|False|False|False|False||Medium|1b8c24cd1f9358c48839bb39266468c3|Kingmaker.Blueprints.Items.Weapons.WeaponVisualParameters|0|None|StandardGreatclub|Massue|StandardGreatclub|False||Massue|null|False|null|18|[BlueprintItem: WoodShardItem]|False|Medium|1|True||Massue|[Equipment]|Greatclub|False|[]|Kingmaker.Blueprints.Items.Weapons.WeaponVisualParameters|8
Weapon|null|null|False|f28f6031c2908d84d945865a80f67177|f28f6031c2908d84d945865a80f67177|Strength|6 pieds.|Melee|1d8|True|1|Longspear|1||[]|4|False|0|X3|20|1d8|Piercing damage|11||Lance longue||True|False|[]|[]|null|[]|[]|Spears||0|False|False|False|False|False|LongspearKnight1 (UnityEngine.Sprite)|0|SwordEquip|SpearPut|SpearTake|False|False|False|False|False|True|False|False|False|False|False|False|True|False|Weapon|False|[]|False|False|0|Slashing damage|[]|False|False|False|False|False||Medium|fa2dd17cbde7d3f4aa918d467c30516e|Kingmaker.Blueprints.Items.Weapons.WeaponVisualParameters|0|None|StandardLongspear|Lance longue|StandardLongspear|False||Lance longue|null|False|null|1|[BlueprintItem: MetalShardItem]|False|Medium|1|True||Lance longue|[Equipment]|Longspear|False|[]|Kingmaker.Blueprints.Items.Weapons.WeaponVisualParameters|9
Weapon|null|null|False|ada85dae8d12eda4bbe6747bb8b5883c|ada85dae8d12eda4bbe6747bb8b5883c|Strength|2 pieds.|Melee|1d6|True|1|Quarterstaff|1||[]|4|False|0|X2|20|1d6|Bludgeoning damage|11||Bâton||True|False|[]|[]|null|[]|[]|Double, Monk||0|False|False|False|False|False|QuarterstaffMonkMasterwork_LT_3 (UnityEngine.Sprite)|0|WeaponWoodEquip|WeaponWoodPut|WeaponWoodTake|False|False|False|False|False|True|True|False|False|False|False|False|True|False|Weapon|False|[]|False|False|0|Slashing damage|[]|False|False|False|False|False||Medium|629736dabac7f9f4a819dc854eaed2d6|Kingmaker.Blueprints.Items.Weapons.WeaponVisualParameters|0|None|StandardQuarterstaff|Bâton|StandardQuarterstaff|False||Bâton|null|False|null|1|[BlueprintItem: WoodShardItem]|False|Medium|1|True||Bâton|[Equipment]|Quarterstaff|False|[]|Kingmaker.Blueprints.Items.Weapons.WeaponVisualParameters|4
Weapon|null|null|False|4abc27631e2894f4b8b70270e31694f1|4abc27631e2894f4b8b70270e31694f1|Strength|2 pieds.|Melee|1d8|True|1|Spear|1||[]|4|False|0|X3|20|1d8|Piercing damage|11||Lance||True|False|[]|[]|null|[]|[]|Spears||0|False|False|False|False|False|SpearArmy_RB_3 (UnityEngine.Sprite)|0|SwordEquip|SpearPut|SpearTake|False|False|False|False|False|True|False|False|False|False|False|False|True|False|Weapon|False|[]|False|False|0|Slashing damage|[]|False|False|False|False|False||Medium|4b289eccefe6d704093201e52eb6d123|Kingmaker.Blueprints.Items.Weapons.WeaponVisualParameters|0|None|StandardSpear|Lance|StandardSpear|False||Lance|null|False|null|1|[BlueprintItem: MetalShardItem]|False|Medium|1|True||Lance|[Equipment]|Spear|False|[]|Kingmaker.Blueprints.Items.Weapons.WeaponVisualParameters|6
Weapon|null|null|False|934e60c19112413aabf5d68127d108f5|934e60c19112413aabf5d68127d108f5|Dexterity|1000 pieds.|RangedTouch|1d6|True|1|Bomb|1||[]|4|False|0|X2|20|1d6|Piercing damage|11||Bombe||True|False|[]|[]|null|[]|[]|Thrown||0|False|False|False|False|False|AlchemistBomb (UnityEngine.Sprite)|0|BottlePut|BottlePut|BottleTake|False|False|False|False|False|False|False|False|False|False|False|True|False|False|Weapon|False|[]|False|False|0|Slashing damage|[]|False|False|False|False|False||Medium|1a2f020861cf1d843ab99170284b5ac5|Kingmaker.Blueprints.Items.Weapons.WeaponVisualParameters|0|None|WeaponForBombEmulate|Bombe|WeaponForBombEmulate|False||Bombe|null|False|null|1|[BlueprintItem: MetalShardItem]|False|Medium|1|True||Bombe|[Equipment]|BombType|False|[]|Kingmaker.Blueprints.Items.Weapons.WeaponVisualParameters|0
Weapon|null|null|False|67154e0d348b24f4a8d408d2bc4b98ca|67154e0d348b24f4a8d408d2bc4b98ca|Strength|2 pieds.|Touch|1d6|True|1|Scimitar|1||[]|75|False|0|X2|18|1d6|Force damage|11||Cimeterre||True|False|[]|[]|null|[]|[]|BladesHeavy||0|False|False|False|False|False|ScimitarWildHuntScout_LT_3 (UnityEngine.Sprite)|0|SwordEquip|SwordPut|SwordTake|False|False|False|False|False|True|False|False|False|False|False|False|False|False|Weapon|False|[]|False|False|0|Slashing damage|[]|False|False|False|False|False||Medium|6a2bb8df2f0ab0945ba0c7506835f512|Kingmaker.Blueprints.Items.Weapons.WeaponVisualParameters|0|None|WildHuntScimitar|Cimeterre|WildHuntScimitar|False||Cimeterre|null|False|null|18|[BlueprintItem: MetalShardItem]|False|Medium|1|True||Cimeterre|[]|WildHuntScout_Scimitar|False|[]|Kingmaker.Blueprints.Items.Weapons.WeaponVisualParameters|4
Weapon|null|null|False|e1108159fa11a2e41bb60899c775e5b3|e1108159fa11a2e41bb60899c775e5b3|Strength|2 pieds.|Melee|1d4|True|1|Dagger|1||[]|220|False|0|X2|19|1d4|Piercing, Slashing damage|11||Dague||True|False|[]|[]|null|[]|[]|BladesLight, Thrown||0|False|False|False|False|False|OldDaggerJeytal (UnityEngine.Sprite)|0|SwordEquip|DaggerPut|DaggerTake|False|False|True|False|False|True|False|False|False|True|False|False|False|False|Weapon|False|[]|False|False|0|Slashing damage|[]|False|False|False|False|False||Medium|07cc1a7fceaee5b42b3e43da960fe76d|Kingmaker.Blueprints.Items.Weapons.WeaponVisualParameters|1|None|JaethalDagger|Dague|JaethalDagger|False||Dague|null|False|null|55|[BlueprintItem: MetalShardItem]|False|Medium|1|True||Dague|[]|Dagger|False|[]|Kingmaker.Blueprints.Items.Weapons.WeaponVisualParameters|1
Weapon|null|null|False|2cf2b133203b6404c8f0927c854c444c|2cf2b133203b6404c8f0927c854c444c|Dexterity|1000 pieds.|RangedTouch|1d6|True|1|Bomb|1||[]|10|False|0|X2|20|1d6|Piercing damage|11||Bombe||True|False|[]|[]|null|[]|[]|Thrown||0|False|False|False|False|False|AlchemistBomb (UnityEngine.Sprite)|0|BottlePut|BottlePut|BottleTake|False|False|False|False|False|False|False|False|False|False|False|True|False|False|Weapon|False|[]|False|False|0|Slashing damage|[]|False|False|False|False|False||Medium|1a2f020861cf1d843ab99170284b5ac5|Kingmaker.Blueprints.Items.Weapons.WeaponVisualParameters|0|None|BombItem|Bombe|BombItem|False||Bombe|null|False|null|2|[BlueprintItem: MetalShardItem]|False|Medium|1|True||Bombe|[]|BombType|False|[]|Kingmaker.Blueprints.Items.Weapons.WeaponVisualParameters|0
Weapon|null|null|False|f6ef95b1f7bb52b408a5b345a330ffe8|f6ef95b1f7bb52b408a5b345a330ffe8|Dexterity|50 pieds.|RangedTouch|1d6|True|1|Ray|1||[]|10|False|0|X2|20|1d6|Piercing damage|11||Rayon||True|False|[]|[]|null|[]|[]|0||0|False|False|False|False|False|RayOfExhaustion (UnityEngine.Sprite)|0|CommonPut|CommonPut|CommonTake|False|False|False|False|False|False|False|False|False|False|False|True|False|False|Weapon|False|[]|False|False|0|Slashing damage|[]|False|False|False|False|False||Medium|1d39a22f206840e40b2255fc0175b8d0|Kingmaker.Blueprints.Items.Weapons.WeaponVisualParameters|0|None|RayItem|Rayon|RayItem|False||Rayon|null|False|null|2|[BlueprintItem: MetalShardItem]|False|Medium|1|True||Rayon|[]|RayType|False|[]|Kingmaker.Blueprints.Items.Weapons.WeaponVisualParameters|0
Weapon|null|null|False|bb337517547de1a4189518d404ec49d4|bb337517547de1a4189518d404ec49d4|Strength|2 pieds.|Touch|1d6|True|1|Touch|1||[]|10|False|0|X2|20|1d6|Piercing damage|11||Contact||True|False|[]|[]|null|[]|[]|0||0|False|False|False|False|False|null|0|CommonPut|CommonPut|CommonTake|False|False|True|False|False|True|False|False|False|False|False|False|False|False|Weapon|False|[]|False|False|0|Slashing damage|[]|False|False|False|False|False||Medium|ba9cd5a303b089f458aa9f07aa10ea10|Kingmaker.Blueprints.Items.Weapons.WeaponVisualParameters|0|None|TouchItem|Contact|TouchItem|False||Contact|null|False|null|2|[BlueprintItem: MetalShardItem]|False|Medium|1|True||Contact|[]|TouchType|False|[]|Kingmaker.Blueprints.Items.Weapons.WeaponVisualParameters|0
Armor|null|null|ERROR:Object of type 'Kingmaker.Blueprints.Items.Armors.BlueprintItemArmor' doesn't match target type 'Kingmaker.Blueprints.Items.Weapons.BlueprintItemWeapon'|ce2787ec3432ada48a610ef5a872c903|ce2787ec3432ada48a610ef5a872c903|ERROR:Object of type 'Kingmaker.Blueprints.Items.Armors.BlueprintItemArmor' doesn't match target type 'Kingmaker.Blueprints.Items.Weapons.BlueprintItemWeapon'|ERROR:Object of type 'Kingmaker.Blueprints.Items.Armors.BlueprintItemArmor' doesn't match target type 'Kingmaker.Blueprints.Items.Weapons.BlueprintItemWeapon'|ERROR:Object of type 'Kingmaker.Blueprints.Items.Armors.BlueprintItemArmor' doesn't match target type 'Kingmaker.Blueprints.Items.Weapons.BlueprintItemWeapon'|ERROR:Object of type 'Kingmaker.Blueprints.Items.Armors.BlueprintItemArmor' doesn't match target type 'Kingmaker.Blueprints.Items.Weapons.BlueprintItemWeapon'|ERROR:Object of type 'Kingmaker.Blueprints.Items.Armors.BlueprintItemArmor' doesn't match target type 'Kingmaker.Blueprints.Items.Weapons.BlueprintItemWeapon'|1|ERROR:Object of type 'Kingmaker.Blueprints.Items.Armors.BlueprintItemArmor' doesn't match target type 'Kingmaker.Blueprints.Items.Weapons.BlueprintItemWeapon'|1||[EquipmentRestrictionClass;EquipmentRestrictionClass]|1500|ERROR:Field CountAsDouble defined on type Kingmaker.Blueprints.Items.Weapons.BlueprintItemWeapon is not a field on the target object which is of type Kingmaker.Blueprints.Items.Armors.BlueprintItemArmor.
Parameter name: obj|0|ERROR:Object of type 'Kingmaker.Blueprints.Items.Armors.BlueprintItemArmor' doesn't match target type 'Kingmaker.Blueprints.Items.Weapons.BlueprintItemWeapon'|ERROR:Object of type 'Kingmaker.Blueprints.Items.Armors.BlueprintItemArmor' doesn't match target type 'Kingmaker.Blueprints.Items.Weapons.BlueprintItemWeapon'|ERROR:Object of type 'Kingmaker.Blueprints.Items.Armors.BlueprintItemArmor' doesn't match target type 'Kingmaker.Blueprints.Items.Weapons.BlueprintItemWeapon'|ERROR:Object of type 'Kingmaker.Blueprints.Items.Armors.BlueprintItemArmor' doesn't match target type 'Kingmaker.Blueprints.Items.Weapons.BlueprintItemWeapon'|11|ERROR:Object of type 'Kingmaker.Blueprints.Items.Armors.BlueprintItemArmor' doesn't match target type 'Kingmaker.Blueprints.Items.Weapons.BlueprintItemWeapon'|ERROR:Object of type 'Kingmaker.Blueprints.Items.Armors.BlueprintItemArmor' doesn't match target type 'Kingmaker.Blueprints.Items.Weapons.BlueprintItemWeapon'|ERROR:Object of type 'Kingmaker.Blueprints.Items.Armors.BlueprintItemArmor' doesn't match target type 'Kingmaker.Blueprints.Items.Weapons.BlueprintItemWeapon'|ERROR:Object of type 'Kingmaker.Blueprints.Items.Armors.BlueprintItemArmor' doesn't match target type 'Kingmaker.Blueprints.Items.Weapons.BlueprintItemWeapon'|ERROR:Field Double defined on type Kingmaker.Blueprints.Items.Weapons.BlueprintItemWeapon is not a field on the target object which is of type Kingmaker.Blueprints.Items.Armors.BlueprintItemArmor.
Parameter name: obj|[]|[]|KEE_Armor_FullplateKnight|[]|[]|ERROR:Object of type 'Kingmaker.Blueprints.Items.Armors.BlueprintItemArmor' doesn't match target type 'Kingmaker.Blueprints.Items.Weapons.BlueprintItemWeapon'||0|False|False|False|ERROR:Object of type 'Kingmaker.Blueprints.Items.Armors.BlueprintItemArmor' doesn't match target type 'Kingmaker.Blueprints.Items.Weapons.BlueprintItemWeapon'|False|ERROR:Object of type 'Kingmaker.Blueprints.Items.Armors.BlueprintItemArmor' doesn't match target type 'Kingmaker.Blueprints.Items.Weapons.BlueprintItemWeapon'|0|ERROR:Object of type 'Kingmaker.Blueprints.Items.Armors.BlueprintItemArmor' doesn't match target type 'Kingmaker.Blueprints.Items.Equipment.BlueprintItemEquipmentHand'|ERROR:Object of type 'Kingmaker.Blueprints.Items.Armors.BlueprintItemArmor' doesn't match target type 'Kingmaker.Blueprints.Items.Equipment.BlueprintItemEquipmentHand'|ERROR:Object of type 'Kingmaker.Blueprints.Items.Armors.BlueprintItemArmor' doesn't match target type 'Kingmaker.Blueprints.Items.Equipment.BlueprintItemEquipmentHand'|ERROR:Object of type 'Kingmaker.Blueprints.Items.Armors.BlueprintItemArmor' doesn't match target type 'Kingmaker.Blueprints.Items.Weapons.BlueprintItemWeapon'|False|ERROR:Object of type 'Kingmaker.Blueprints.Items.Armors.BlueprintItemArmor' doesn't match target type 'Kingmaker.Blueprints.Items.Weapons.BlueprintItemWeapon'|ERROR:Object of type 'Kingmaker.Blueprints.Items.Armors.BlueprintItemArmor' doesn't match target type 'Kingmaker.Blueprints.Items.Weapons.BlueprintItemWeapon'|ERROR:Object of type 'Kingmaker.Blueprints.Items.Armors.BlueprintItemArmor' doesn't match target type 'Kingmaker.Blueprints.Items.Weapons.BlueprintItemWeapon'|ERROR:Object of type 'Kingmaker.Blueprints.Items.Armors.BlueprintItemArmor' doesn't match target type 'Kingmaker.Blueprints.Items.Weapons.BlueprintItemWeapon'|ERROR:Object of type 'Kingmaker.Blueprints.Items.Armors.BlueprintItemArmor' doesn't match target type 'Kingmaker.Blueprints.Items.Weapons.BlueprintItemWeapon'|ERROR:Object of type 'Kingmaker.Blueprints.Items.Armors.BlueprintItemArmor' doesn't match target type 'Kingmaker.Blueprints.Items.Weapons.BlueprintItemWeapon'|False|False|ERROR:Object of type 'Kingmaker.Blueprints.Items.Armors.BlueprintItemArmor' doesn't match target type 'Kingmaker.Blueprints.Items.Weapons.BlueprintItemWeapon'|ERROR:Object of type 'Kingmaker.Blueprints.Items.Armors.BlueprintItemArmor' doesn't match target type 'Kingmaker.Blueprints.Items.Weapons.BlueprintItemWeapon'|ERROR:Object of type 'Kingmaker.Blueprints.Items.Armors.BlueprintItemArmor' doesn't match target type 'Kingmaker.Blueprints.Items.Weapons.BlueprintItemWeapon'|ERROR:Object of type 'Kingmaker.Blueprints.Items.Armors.BlueprintItemArmor' doesn't match target type 'Kingmaker.Blueprints.Items.Weapons.BlueprintItemWeapon'|ERROR:Object of type 'Kingmaker.Blueprints.Items.Armors.BlueprintItemArmor' doesn't match target type 'Kingmaker.Blueprints.Items.Weapons.BlueprintItemWeapon'|ERROR:Field KeepInPolymorph defined on type Kingmaker.Blueprints.Items.Weapons.BlueprintItemWeapon is not a field on the target object which is of type Kingmaker.Blueprints.Items.Armors.BlueprintItemArmor.
Parameter name: obj|[]|ERROR:Field m_AlwaysPrimary defined on type Kingmaker.Blueprints.Items.Weapons.BlueprintItemWeapon is not a field on the target object which is of type Kingmaker.Blueprints.Items.Armors.BlueprintItemArmor.
Parameter name: obj|ERROR:Field m_CanChangeVisual defined on type Kingmaker.Blueprints.Items.Weapons.BlueprintItemWeapon is not a field on the target object which is of type Kingmaker.Blueprints.Items.Armors.BlueprintItemArmor.
Parameter name: obj|ERROR:Field m_DamageDice defined on type Kingmaker.Blueprints.Items.Weapons.BlueprintItemWeapon is not a field on the target object which is of type Kingmaker.Blueprints.Items.Armors.BlueprintItemArmor.
Parameter name: obj|ERROR:Field m_DamageType defined on type Kingmaker.Blueprints.Items.Weapons.BlueprintItemWeapon is not a field on the target object which is of type Kingmaker.Blueprints.Items.Armors.BlueprintItemArmor.
Parameter name: obj|ERROR:Field m_Enchantments defined on type Kingmaker.Blueprints.Items.Weapons.BlueprintItemWeapon is not a field on the target object which is of type Kingmaker.Blueprints.Items.Armors.BlueprintItemArmor.
Parameter name: obj|ERROR:Field m_IsCanChangeVisualOverriden defined on type Kingmaker.Blueprints.Items.Weapons.BlueprintItemWeapon is not a field on the target object which is of type Kingmaker.Blueprints.Items.Armors.BlueprintItemArmor.
Parameter name: obj|ERROR:Field m_OverrideDamageDice defined on type Kingmaker.Blueprints.Items.Weapons.BlueprintItemWeapon is not a field on the target object which is of type Kingmaker.Blueprints.Items.Armors.BlueprintItemArmor.
Parameter name: obj|ERROR:Field m_OverrideDamageType defined on type Kingmaker.Blueprints.Items.Weapons.BlueprintItemWeapon is not a field on the target object which is of type Kingmaker.Blueprints.Items.Armors.BlueprintItemArmor.
Parameter name: obj|ERROR:Field m_OverrideDestructible defined on type Kingmaker.Blueprints.Items.Weapons.BlueprintItemWeapon is not a field on the target object which is of type Kingmaker.Blueprints.Items.Armors.BlueprintItemArmor.
Parameter name: obj|ERROR:Field m_OverrideShardItem defined on type Kingmaker.Blueprints.Items.Weapons.BlueprintItemWeapon is not a field on the target object which is of type Kingmaker.Blueprints.Items.Armors.BlueprintItemArmor.
Parameter name: obj|ERROR:Field m_SecondWeapon defined on type Kingmaker.Blueprints.Items.Weapons.BlueprintItemWeapon is not a field on the target object which is of type Kingmaker.Blueprints.Items.Armors.BlueprintItemArmor.
Parameter name: obj|ERROR:Field m_Size defined on type Kingmaker.Blueprints.Items.Weapons.BlueprintItemWeapon is not a field on the target object which is of type Kingmaker.Blueprints.Items.Armors.BlueprintItemArmor.
Parameter name: obj|ERROR:Field m_Type defined on type Kingmaker.Blueprints.Items.Weapons.BlueprintItemWeapon is not a field on the target object which is of type Kingmaker.Blueprints.Items.Armors.BlueprintItemArmor.
Parameter name: obj|ERROR:Field m_VisualParameters defined on type Kingmaker.Blueprints.Items.Equipment.BlueprintItemEquipmentHand is not a field on the target object which is of type Kingmaker.Blueprints.Items.Armors.BlueprintItemArmor.
Parameter name: obj|0|None|DwarvenMaleArmorsmithMasterpieceItem|ERROR:Object of type 'Kingmaker.Blueprints.Items.Armors.BlueprintItemArmor' doesn't match target type 'Kingmaker.Blueprints.Items.Weapons.BlueprintItemWeapon'|DwarvenMaleArmorsmithMasterpieceItem|False||Harnois|null|False|ERROR:Object of type 'Kingmaker.Blueprints.Items.Armors.BlueprintItemArmor' doesn't match target type 'Kingmaker.Blueprints.Items.Weapons.BlueprintItemWeapon'|375|ERROR:Object of type 'Kingmaker.Blueprints.Items.Armors.BlueprintItemArmor' doesn't match target type 'Kingmaker.Blueprints.Items.Weapons.BlueprintItemWeapon'|ERROR:Object of type 'Kingmaker.Blueprints.Items.Armors.BlueprintItemArmor' doesn't match target type 'Kingmaker.Blueprints.Items.Weapons.BlueprintItemWeapon'|ERROR:Object of type 'Kingmaker.Blueprints.Items.Armors.BlueprintItemArmor' doesn't match target type 'Kingmaker.Blueprints.Items.Weapons.BlueprintItemWeapon'|1|True|ERROR:Object of type 'Kingmaker.Blueprints.Items.Armors.BlueprintItemArmor' doesn't match target type 'Kingmaker.Blueprints.Items.Weapons.BlueprintItemWeapon'|ERROR:Object of type 'Kingmaker.Blueprints.Items.Armors.BlueprintItemArmor' doesn't match target type 'Kingmaker.Blueprints.Items.Weapons.BlueprintItemWeapon'|[]|ERROR:Object of type 'Kingmaker.Blueprints.Items.Armors.BlueprintItemArmor' doesn't match target type 'Kingmaker.Blueprints.Items.Weapons.BlueprintItemWeapon'|ERROR:Object of type 'Kingmaker.Blueprints.Items.Armors.BlueprintItemArmor' doesn't match target type 'Kingmaker.Blueprints.Items.Weapons.BlueprintItemWeapon'|[]|ERROR:Object of type 'Kingmaker.Blueprints.Items.Armors.BlueprintItemArmor' doesn't match target type 'Kingmaker.Blueprints.Items.Equipment.BlueprintItemEquipmentHand'|ERROR:Object of type 'Kingmaker.Blueprints.Items.Armors.BlueprintItemArmor' doesn't match target type 'Kingmaker.Blueprints.Items.Weapons.BlueprintItemWeapon'
Armor|null|null|ERROR:Object of type 'Kingmaker.Blueprints.Items.Armors.BlueprintItemArmor' doesn't match target type 'Kingmaker.Blueprints.Items.Weapons.BlueprintItemWeapon'|1638fa11f5af1814191cf6c05cdcf2b6|1638fa11f5af1814191cf6c05cdcf2b6|ERROR:Object of type 'Kingmaker.Blueprints.Items.Armors.BlueprintItemArmor' doesn't match target type 'Kingmaker.Blueprints.Items.Weapons.BlueprintItemWeapon'|ERROR:Object of type 'Kingmaker.Blueprints.Items.Armors.BlueprintItemArmor' doesn't match target type 'Kingmaker.Blueprints.Items.Weapons.BlueprintItemWeapon'|ERROR:Object of type 'Kingmaker.Blueprints.Items.Armors.BlueprintItemArmor' doesn't match target type 'Kingmaker.Blueprints.Items.Weapons.BlueprintItemWeapon'|ERROR:Object of type 'Kingmaker.Blueprints.Items.Armors.BlueprintItemArmor' doesn't match target type 'Kingmaker.Blueprints.Items.Weapons.BlueprintItemWeapon'|ERROR:Object of type 'Kingmaker.Blueprints.Items.Armors.BlueprintItemArmor' doesn't match target type 'Kingmaker.Blueprints.Items.Weapons.BlueprintItemWeapon'|1|ERROR:Object of type 'Kingmaker.Blueprints.Items.Armors.BlueprintItemArmor' doesn't match target type 'Kingmaker.Blueprints.Items.Weapons.BlueprintItemWeapon'|1||[EquipmentRestrictionClass;EquipmentRestrictionClass]|250|ERROR:Field CountAsDouble defined on type Kingmaker.Blueprints.Items.Weapons.BlueprintItemWeapon is not a field on the target object which is of type Kingmaker.Blueprints.Items.Armors.BlueprintItemArmor.
