--- SCROLL CRAFTING - AVAILABLE SPELLS DUMP (04/05/2026 15:41:43) ---
Total: 664
GUID | LVL | MOD | SCHOOL | NAME | CLASSES
4baf4109145de4345861fe0f2209d903 |  3  | [MOD] | Enchantment | Désespoir foudroyant           | Arcaniste, Barde, Special/Other...
1a045f845778dc54db1c2be33a8c3c0a |  3  |       | Divination | Détection de l'invisibilité (partagé) | Alchimiste, Special/Other, Arcaniste...
92681f181b507b34ea87018e8f7a528a |  3  | [MOD] | Abjuration | Dissipation de la magie        | Arcaniste, Barde, Special/Other...
143775c49ae6b7446b805d3b2e702298 |  3  |       | Abjuration | Dissipation de la magie (cible) | MagicDeceiverSpellbook, Special/Other
1130f3e7d6a4bb444bbedc3e20dcd1dd |  3  |       | Abjuration | Dôme arc-en-ciel               | Special/Other
754c478a2aa9bb54d809e648c3f7ac0e |  3  | [MOD] | Enchantment | Domination d'animal            | Arcaniste, Special/Other, Druide...
d2cff9243a7ee804cb6d5be47af30c73 |  3  | [MOD] | Evocation  | Éclair                         | Arcaniste, MagicDeceiverSpellbook, Special/Other...
dfe3594aed8907248958a25614aa5281 |  3  | [MOD] | Enchantment | Édit de non-résistance         | Special/Other
2a6eda8ef30379142a4b75448fb214a3 |  3  |       | Necromancy | Empoisonnement                 | Arcaniste, Prêtre, Special/Other...
d797007a142a6c0409a74b064065a15e |  3  | [MOD] | Necromancy | Empoisonnement                 | Arcaniste, Chaman, Special/Other...
2b9db9808a1aad74b94f651c5732fd3c |  3  |       | Conjuration | Emprise de la nature           | Special/Other
d934f706a12b40ec87a9c8baf221b8a9 |  3  | [MOD] | Illusion   | Enchantement d'ombre           | Arcaniste, Barde, Special/Other...
42c78009dd5cb8e429b27c13d92152b7 |  3  | [MOD] | Enchantment | Ennemi du moment               | Chasseur, Special/Other, Rôdeur...
a5e23522eda32dc45801e32c05dc9f96 |  3  | [MOD] | Enchantment | Espoir                         | Barde, Special/Other, Scalde...
4fe69e00f43203e4fb4c5d128af18309 |  3  | [MOD] | Transmutation | Exilé par la nature            | Arcaniste, Druide, Special/Other...
a8666d26bbbd9b640958284e0eee3602 |  3  | [MOD] | Necromancy | Explosion de vie               | Arcaniste, Druide, Special/Other...
c411f9aa46b84efcbca1954c4cb16023 |  3  | [MOD] | Conjuration | Final purificateur             | Barde, Special/Other, Scalde
a896760c975d4f3b96f279aa3cdf2292 |  3  | [MOD] | Conjuration | Final revigorant               | Barde, Special/Other, Scalde
b0ffc8eaff404f2e9e0a3ee9f4c35486 |  3  | [MOD] | Conjuration | Fléchettes d'argent            | Arcaniste, MagicDeceiverSpellbook, Special/Other...
61a7ed778dd93f344a5dacdbad324cc9 |  3  | [MOD] | Transmutation | Forme bestiale I               | Alchimiste, Special/Other, Arcaniste...
98f23614c5c91e14f89f63d438027d43 |  3  | [MOD] | Transmutation | Forme démoniaque II            | Special/Other
46097f610219ac445b4d6403fc596b9f |  3  | [MOD] | Conjuration | Fosse hérissée de pieux        | Arcaniste, Roublard, Ensorceleur...
c6c516e59ca34f34aefb82a850287b97 |  3  | [MOD] | Evocation  | Frappe de l'aile céleste       | Arcaniste, Barde, Special/Other...
1a33199538c31a14db23318fdb6e10cb |  3  |       | Transmutation | Frappe télékinétique           | Special/Other
e80a4d6c0efa5774cbd515e3e37095b0 |  3  | [MOD] | Transmutation | Grand pas supérieur            | Arcaniste, Druide, Special/Other...
c927a8b0cd3f5174f8c0b67cdbfde539 |  3  | [MOD] | Conjuration | Guérison de la cécité          | Alchimiste, Special/Other, Arcaniste...
4093d5a0eb5cae94e909eb1e0e1a6b36 |  3  | [MOD] | Conjuration | Guérison des maladies          | Alchimiste, Special/Other, Arcaniste...
cab32c685bfb3fc4ebe042867af825d6 |  3  | [MOD] | Transmutation | Hymne impie                    | Special/Other
8dcb9c02148a704489948eaf84ab04bf |  3  | [MOD] | Illusion   | Invisibilité quasi suprême     | Special/Other
f492622e473d34747806bdb39356eb89 |  3  | [MOD] | Transmutation | Lenteur                        | Arcaniste, MagicDeceiverSpellbook, Special/Other...
4b8265132f9c8174f87ce7fa6d0fe47b |  3  | [MOD] | Illusion   | Lueur d'arc-en-ciel            | Arcaniste, MagicDeceiverSpellbook, Special/Other...
bf0accce250381a44b857d4af6c8e10d |  3  | [MOD] | Evocation  | Lumière brûlante               | Prêtre, Special/Other, Inquisiteur...
2b877386976817a429002e8bb10bb3fc |  3  |       | Evocation  | Lumière du jour                | Dragon doré, Special/Other
99343a2490f699b4198868a58fa0416d |  3  | [MOD] | Abjuration | Lumière stellaire              | Special/Other
921ed6a6751d71140b4e75ab7bcb9890 |  3  | [MOD] | Necromancy | Maîtrise de la chair           | Special/Other
989ab5c44240907489aba0a8568d0603 |  3  | [MOD] | Necromancy | Malédiction                    | Arcaniste, Sanguin, Special/Other...
6fb10fff27b84bff81746194bf8e38a8 |  3  | [MOD] | Abjuration | Manteau des vents              | Arcaniste, Sanguin, Special/Other...
f1100650705a69c4384d3edd88ba0f52 |  3  | [MOD] | Transmutation | Morsure magique suprême        | Arcaniste, Special/Other, Druide...
5f1ca17be3ba44949be427f18e696d9b |  3  | [MOD] | Evocation  | Murmure sacré                  | Paladin, Special/Other
e7240516af4241b42b2cd819929ea9da |  3  | [MOD] | Conjuration | Neutralisation du poison       | Alchimiste, Special/Other, Arcaniste...
a68fc6abb6cb03f46a658b734d476630 |  3  | [MOD] | Illusion   | Nuage hallucinogène            | Special/Other
68a9e6d7256f1354289a39003a46d826 |  3  | [MOD] | Conjuration | Nuage nauséabond               | Arcaniste, Sanguin, Special/Other...
2d4263d80f5136b4296d6eb43a221d7d |  3  |       | Transmutation | Panoplie magique               | Prêtre, Special/Other, Inquisiteur...
fc58ddcff6ab1394eb6c18e9126bb990 |  3  | [MOD] | Evocation  | Poing de force                 | Arcaniste, Sanguin, Special/Other...
faabd2cc67efa4646ac58c7bb3e40fcc |  3  | [MOD] | Enchantment | Prière                         | Prêtre, Special/Other, Inquisiteur...
5f83b793960047e49af1a3551afa4d58 |  3  | [MOD] | Abjuration | Protection contre la maladie   | Special/Other
76a629d019275b94184a1a8733cac45e |  3  | [MOD] | Abjuration | Protection contre les énergies destructives (partagé) | Arcaniste, Prêtre, Special/Other...
96c9d98b6a9a7c249b6c4572e4977157 |  3  | [MOD] | Abjuration | Protection contre les projectiles (partagé) | Alchimiste, Special/Other, Arcaniste...
9c2c85a3782af804880c81c1712e3a7b |  3  | [MOD] | Necromancy | Puissance des déchus           | Special/Other
04e820e1ce3a66f47a50ad5074d3ae40 |  3  |       | Conjuration | Ralentissement du poison (partagé) | Alchimiste, Special/Other, Arcaniste...
486eaff58293f6441a5c2759c4872f98 |  3  | [MOD] | Transmutation | Rapidité                       | Alchimiste, Special/Other, Arcaniste...
8eead52509987034ea9025d60cc05985 |  3  | [MOD] | Necromancy | Rayon d'épuisement             | Arcaniste, MagicDeceiverSpellbook, Special/Other...
724e11ad1e2d4ee8899feccde86b2d24 |  3  | [MOD] | Necromancy | Regard maudit                  | Arcaniste, Roublard, Ensorceleur...
5d28f75db5d3cc141ba5783a1a139f66 |  3  | [MOD] | Transmutation | Relativité                     | Special/Other
b16d3d442bb3ed148a4a79a22ee7c880 |  3  | [MOD] | Conjuration | Repos accordé                  | Special/Other
0d760f2e879c4cf78d1a87aea97bdd6d |  3  |       | Transmutation | Résistance à l'âge mineure     | Alchimiste, Special/Other, Arcaniste...
7bb0c402f7f789d4d9fae8ca87b4c7e2 |  3  | [MOD] | Abjuration | Résistance aux énergies destructives (partagé) | Alchimiste, Special/Other, Arcaniste...
8baeffb9caf081e449ce52bf7bdd6236 |  3  | [MOD] | Transmutation | Restauration morbide           | Special/Other
da49f07e431b47abaad41ef28df487f7 |  3  | [MOD] | Necromancy | Sables du temps                | Arcaniste, Prêtre, Special/Other...
bbbcaa880ac0fa0479ce3ee8ac937d50 |  3  | [MOD] | Necromancy | Sang corrompu                  | Special/Other
3361c5df793b4c8448756146a88026ad |  3  | [MOD] | Conjuration | Soins importants               | Alchimiste, Special/Other, Arcaniste...
7658b74f626c56a49939d9c20580885e |  3  | [MOD] | Enchantment | Sommeil profond                | Arcaniste, Barde, Special/Other...
bc9f91f243634c04bcee43028362b5c3 |  3  | [MOD] | Evocation  | Souffle d'or                   | Special/Other
163c7697cf606334e9d7745c547d3b47 |  3  |       | Enchantment | Sourire optimiste              | Special/Other
c26eeeeabf732914ba723f2b67fe9b9d |  3  | [MOD] | Evocation  | Tambours tonnants              | Barde, Special/Other, Scalde
d2aeac47450c76347aebbc02e4f463e0 |  3  | [MOD] | Necromancy | Terreur                        | Arcaniste, MagicDeceiverSpellbook, Special/Other...
199d585bff173c74b86387856919242c |  4  |       | Transmutation | Accorder la grâce du champion  | Prêtre, Special/Other, Oracle...
66dc49bf154863148bd217287079245e |  4  | [MOD] | Transmutation | Agrandissement de groupe       | Arcaniste, Sanguin, Special/Other...
332ad68273db9704ab0e92518f2efd1c |  4  | [MOD] | Conjuration | Âme de l'aigle                 | Prêtre, Special/Other, Oracle...
9f0f0233dc0d43239afa77dbb3f3b948 |  4  | [MOD] | Divination | Analyse de l'endurance         | MagicDeceiverSpellbook, Special/Other
7792da00c85b9e042a0fdfc2b66ec9a8 |  4  | [MOD] | Abjuration | Annulation d'enchantement      | Arcaniste, Barde, Special/Other...
b1c7576bd06812b42bda3f09ab202f14 |  4  | [MOD] | Transmutation | Aspect angélique supérieur     | Arcaniste, Prêtre, Special/Other...
6126b36fe22291543ad72f8b9f0d53a7 |  4  | [MOD] | Transmutation | Aspect du loup                 | Arcaniste, Druide, Special/Other...
6717dbaef00c0eb4897a1c908a75dfe5 |  4  | [MOD] | Illusion   | Assassin imaginaire            | Arcaniste, MagicDeceiverSpellbook, Special/Other...
bf3b19ed9c919464aa2a741271718542 |  4  | [MOD] | Transmutation | Beauté fatale                  | Special/Other
462c21cebf7820c40a87f5e4d03e17cf |  4  | [MOD] | Enchantment | Bénédiction de chance et de fermeté de groupe | Prêtre, Special/Other, Inquisiteur...
9256a86aec14ad14e9497f6b60e26f3f |  4  | [MOD] | Transmutation | Bénédiction de la salamandre   | Arcaniste, Druide, Special/Other...
651110ed4f117a948b41c05c5c7624c0 |  4  | [MOD] | Necromancy | Blessure critique              | Arcaniste, Prêtre, Special/Other...
62888999171921e4dafb46de83f4d67d |  4  | [MOD] | Evocation  | Bouclier de l'aube             | Barde, Special/Other, Prêtre...
f72f8f03bf0136c4180cd1d70eb773a5 |  4  | [MOD] | Evocation  | Boule de feu contrôlée         | Arcaniste, Sanguin, Special/Other...
6b30813c3709fc44b92dc8fd8191f345 |  4  | [MOD] | Conjuration | Bourbier                       | Arcaniste, Special/Other, Druide...
ea373f990b4d8a947a4688e6cbcb1d5f |  4  | [MOD] | Transmutation | Canalisation de rage (partagée) | Special/Other
84ccca10da2a4484c89a837fbea2a829 |  4  | [MOD] | Conjuration | Caresse vaseuse                | Alchimiste, Special/Other, Arcaniste...
3b86de15c18e4b44bb7315fc6c116b4d |  4  | [MOD] | Evocation  | Chaînes abyssales              | Special/Other
f8cea58227f59c64399044a82c9735c4 |  4  | [MOD] | Conjuration | Chaînes de lumière             | Arcaniste, Prêtre, Special/Other...
ad5ed5ea4ec52334a94e975a64dad336 |  4  | [MOD] | Evocation  | Châtiment sacré                | Prêtre, Special/Other, Inquisiteur...
e05a95d3cf386844f98e4710d9a4730b |  4  | [MOD] | Conjuration | Chute d'eau                    | Special/Other
f9910c76efc34af41b6e43d5d8752f0f |  4  | [MOD] | Evocation  | Colonne de feu                 | Arcaniste, Prêtre, Special/Other...
c83db50513abdf74ca103651931fac4b |  4  | [MOD] | Conjuration | Convocation d'alliés naturels IV | Arcaniste, Special/Other, Druide...
7be54b9c2801db041b39ed78167b4438 |  4  | [MOD] | Conjuration | Convocation de grizzly graisseux | Special/Other
7ed74a3ec8c458d4fb50b192fd7be6ef |  4  | [MOD] | Conjuration | Convocation de monstres IV     | Arcaniste, Barde, Special/Other...
112d1c1b34bd66b43b68a131959b4e85 |  4  |       | Conjuration | Convocation d'élémentaire de bière blonde | Special/Other
e42b1dbff4262c6469a9ff0a6ce730e3 |  4  | [MOD] | Conjuration | Convocation d'élémentaire moyen | Arcaniste, Barde, Special/Other...
caac251ca7601324bbe000372a0a1005 |  4  | [MOD] | Illusion   | Convocation d'ombres           | Arcaniste, Barde, Special/Other...
690c90a82bf2e58449c6b541cb8ea004 |  4  | [MOD] | Transmutation | Corps élémentaire I            | Alchimiste, Special/Other, Arcaniste...
9047cb1797639924487ec0ad566a3fea |  4  | [MOD] | Evocation  | Coup retentissant              | Inquisiteur, Special/Other, Paladin
1ec8f035d8329134d96cdc7b90fdc2e1 |  4  |       | Evocation  | Courroux de l'ordre            | Prêtre, Special/Other, Inquisiteur...
f09453607e683784c8fca646eec49162 |  4  | [MOD] | Evocation  | Cri                            | Arcaniste, MagicDeceiverSpellbook, Special/Other...
56923211d2ac95e43b8ac5031bab74d8 |  4  | [MOD] | Transmutation | Croissance animale             | Arcaniste, Special/Other, Druide...
d7cbd2004ce66a042aeab2e95a3c5c61 |  4  | [MOD] | Enchantment | Domination                     | Arcaniste, Barde, Special/Other...
20b548bf09bb3ea4bafea78dcb4f3db6 |  4  |       | Transmutation | Écholocalisation               | Alchimiste, Special/Other, Arcaniste...
3f205f55a6e7759449772feb34edc378 |  4  | [MOD] | Abjuration | Édit de prédétermination       | Special/Other
f34fb78eaaec141469079af124bcfa0f |  4  | [MOD] | Necromancy | Énergie négative               | Arcaniste, MagicDeceiverSpellbook, Special/Other...
041581ac635afe24daa421de5d2c2ee1 |  4  |       | Necromancy | Ennemi des impies              | Special/Other
bea9deffd3ab6734c9534153ddc70bde |  4  | [MOD] | Evocation  | Épée sainte                    | Special/Other, Paladin
1bc83efec9f8c4b42a46162d72cbf494 |  4  |       | Enchantment | Explosion de gloire            | Prêtre, Special/Other, Inquisiteur...
0e633cc133207a849915e4d15dec8410 |  4  |       | Necromancy | Festin de mort                 | Special/Other
e48638596c955a74c8a32dbc90b518c1 |  4  | [MOD] | Transmutation | Flot obsidien                  | Arcaniste, MagicDeceiverSpellbook, Special/Other...
5d4028eb28a106d4691ed1b92bbb1915 |  4  | [MOD] | Transmutation | Forme bestiale II              | Alchimiste, Special/Other, Arcaniste...
42eef01ee83faaf4e9ad79f15bface6b |  4  | [MOD] | Transmutation | Forme démoniaque III           | Special/Other
33e53b74891b4c34ba6ee3baa322beeb |  4  | [MOD] | Conjuration | Forme pure                     | Special/Other
be0537e563ad07241a15c25dba990bd1 |  4  | [MOD] | Transmutation | Forme véritable                | Special/Other
1407fb5054d087d47a4c40134c809f12 |  4  |       | Conjuration | Fosse acide                    | Arcaniste, Roublard, Ensorceleur...
f2f1efac32ea2884e84ecaf14657298b |  4  | [MOD] | Necromancy | Fractures multiples            | Arcaniste, MagicDeceiverSpellbook, Special/Other...
2c08fcbf3b796b3459aef2488b2cef01 |  4  |       | Conjuration | Guérison chaotique             | Special/Other
41e8a952da7a5c247b3ec1c2dbb73018 |  4  | [MOD] | Enchantment | Immobilisation de monstre      | Arcaniste, MagicDeceiverSpellbook, Special/Other...
ecaa0def35b38f949bd1976a6c9539e0 |  4  | [MOD] | Illusion   | Invisibilité suprême           | Alchimiste, Special/Other, Arcaniste...
be5452c422a6ea744bf1037b0a443bb1 |  4  | [MOD] | Transmutation | Lame du croisé                 | Prêtre, Special/Other, Inquisiteur...
cc8be337fff61284caabe3340fc48294 |  4  | [MOD] | Evocation  | Lame du soleil                 | Special/Other
81ac91fe92240a8478b5d2512c9fbec2 |  4  | [MOD] | Necromancy | Lame vampirique                | Special/Other
0087fc2d64b6095478bc7b8d7d512caf |  4  |       | Abjuration | Liberté de mouvement           | Alchimiste, Special/Other, Arcaniste...
c0c2ef5955cb415ca482597f1bfc4eca |  4  | [MOD] | Abjuration | Malédiction de négation magique | Arcaniste, MagicDeceiverSpellbook, Special/Other...
e418c20c8ce362943a8025d82c865c1c |  4  | [MOD] | Conjuration | Manteau de guêpes              | Arcaniste, Druide, Special/Other...
c42ac3feb96d1e54e9bc77c84082f05f |  4  | [MOD] | Evocation  | Marteau du chaos               | Prêtre, Special/Other, Inquisiteur...
bf74b3b54c21a9344afe9947546e036f |  4  | [MOD] | Evocation  | Nimbe sacré                    | Prêtre, Special/Other, Inquisiteur...
3cefd45bcac368c4892d110d0b9ae891 |  4  | [MOD] | Transmutation | Peau abyssale                  | Special/Other
c66e86905f7606c4eaa5c774f0357b2b |  4  | [MOD] | Abjuration | Peau de pierre                 | Alchimiste, Special/Other, Arcaniste...
d1afa8bc28c99104da7d784115552de5 |  4  | [MOD] | Transmutation | Pierres acérées                | Arcaniste, Special/Other, Druide...
4a648b57935a59547b7a2ee86fb4f26a |  4  | [MOD] | Conjuration | Porte dimensionnelle           | Arcaniste, Barde, Special/Other...
5bdc37e4acfa209408334326076a43bc |  4  | [MOD] | Conjuration | Porte dimensionnelle de groupe | Special/Other
45094504ee3041f98ebf97ab1791e3d9 |  4  | [MOD] | Divination | Prédiction parfaite            | Special/Other
4b7e6e992a4862a45bcfc9ba95bfc727 |  4  | [MOD] | Conjuration | Principe d'incertitude         | Special/Other
68a9e6cdab0a51d428816e17fb366778 |  4  | [MOD] | Abjuration | Protection contre la maladie (partagée) | Special/Other
e9cc9378fd6841f48ad59384e79e9953 |  4  | [MOD] | Necromancy | Protection contre la mort      | Alchimiste, Special/Other, Arcaniste...
0413915f355a38146bc6ad40cdf27b3f |  4  |       | Necromancy | Protection contre la mort      | Special/Other
728071812567e814886ff1fc84fe066a |  4  | [MOD] | Abjuration | Protection contre l'impureté   | Special/Other
ef16771cb05d1344989519e87f25b3c5 |  4  | [MOD] | Evocation  | Puissance divine               | Prêtre, Special/Other, Inquisiteur...
3bbb3398e37929343b236bba6b4008a8 |  4  | [MOD] | Transmutation | Rage infectieuse               | Special/Other
2427f2e3ca22ae54ea7337bbab555b16 |  4  |       | Transmutation | Rapetissement de groupe        | Arcaniste, Sanguin, Special/Other...
788d72e7713cf90418ee1f38449416dc |  4  | [MOD] | Conjuration | Récupération motivante         | Prêtre, Special/Other, Chasseur...
e9c9a61b81a297942a326c91da2af8ca |  4  | [MOD] | Necromancy | Regard du bodak                | Special/Other
95f7cdcec94e293489a85afdf5af1fd7 |  4  | [MOD] | Abjuration | Renvoi                         | Arcaniste, Prêtre, Special/Other...
cc0aeb74b35cb7147bff6c53538bbc76 |  4  | [MOD] | Enchantment | Repentir forcé                 | Special/Other, Inquisiteur, Paladin...
e0a1e835292a4bec810238fc88606ce6 |  4  | [MOD] | Transmutation | Résistance à l'âge             | Alchimiste, Special/Other, Arcaniste...
f2115ac1148256b4ba20788f7e966830 |  4  | [MOD] | Conjuration | Restauration                   | Alchimiste, Special/Other, Prêtre...
d316d3d94d20c674db2c24d7de96f6a7 |  4  | [MOD] | Enchantment | Sérénité                       | Arcaniste, MagicDeceiverSpellbook, Special/Other...
cb3d70cc98b5f1540bddfff6f9667f73 |  4  | [MOD] | Abjuration | Serment de paix                | Paladin, Special/Other, Azata
dc6af3b4fd149f841912d8a3ce0983de |  4  | [MOD] | Necromancy | Simulacre de vie supérieur     | Alchimiste, Special/Other, Arcaniste...
41c9016596fe1de4faf67425ed691203 |  4  | [MOD] | Conjuration | Soins intensifs                | Alchimiste, Special/Other, Arcaniste...
0d657aa811b310e4bbd8586e60156a2d |  4  |       | Conjuration | Soins intensifs                | Aéon, Special/Other
5e826bcdfde7f82468776b55315b2403 |  4  | [MOD] | Evocation  | Souffle de dragon              | Alchimiste, Special/Other, Arcaniste...
48a555180a109e545a6e367b1bd3f535 |  4  | [MOD] | Divination | Symbole de révélation          | Arcaniste, Prêtre, Special/Other...
b3e8e307811b2a24387c2c9226fb4c10 |  4  | [MOD] | Conjuration | Téléportation                  | Special/Other
fcb028205a71ee64d98175ff39a0abf9 |  4  | [MOD] | Evocation  | Tempête de grêle               | Arcaniste, Sanguin, Special/Other...
16ce660837fb2544e96c3b7eaad73c63 |  4  |       | Evocation  | Tempête volcanique             | Arcaniste, Sanguin, Special/Other...
a02cf51787df937489ef5d4cf5970335 |  4  | [MOD] | Evocation  | Ténèbres maudites              | Prêtre, Special/Other, Inquisiteur...
12fb4a4c22549c74d949e2916a2f0b6a |  4  |       | Illusion   | Toile fantasmagorique          | Arcaniste, MagicDeceiverSpellbook, Special/Other...
b5f4ea77492d4f23ad3a6f429cbfa35e |  4  | [MOD] | Abjuration | Vol d'arcane                   | MagicDeceiverSpellbook, Special/Other, Magus...
7a3b1ffd1712fab4ca73b1e31820347c |  5  | [MOD] | Abjuration | Accolade amicale               | Special/Other
1d06e3306677431e846e6e6afdcc2138 |  5  |       | Divination | Analyse de l'évitement         | MagicDeceiverSpellbook, Special/Other
3fce8e988a51a2a4ea366324d6153001 |  5  | [MOD] | Enchantment | Anneaux constricteurs          | Arcaniste, Prêtre, Special/Other...
1098095d7a88c6747aee67f8d449fa06 |  5  |       | Necromancy | Annulation de mort             | Special/Other
1262284b6fa45b9458b8c3693edbd676 |  5  |       | Enchantment | Appel cacophonique de groupe   | Barde, Special/Other, Scalde...
d5a36a7ee8177be4f848b953d1c53c84 |  5  | [MOD] | Evocation  | Appel de la tempête            | Arcaniste, Druide, Special/Other...
46c96cc3a3ef35243915ff3452dfacf5 |  5  | [MOD] | Transmutation | Arme destructrice              | Prêtre, Special/Other, Inquisiteur...
d361391f645db984bbf58907711a146a |  5  | [MOD] | Abjuration | Bannissement                   | Arcaniste, Prêtre, Special/Other...
9da37873d79ef0a468f969e4e5116ad2 |  5  | [MOD] | Necromancy | Blessure légère de groupe      | Arcaniste, Prêtre, Special/Other...
a34921035f2a6714e9be5ca76c5e34b5 |  5  | [MOD] | Necromancy | Bouclier d'ombre vampirique    | Arcaniste, Magus, Special/Other...
4e22d7cfda74b3644b31de8e7c044e21 |  5  | [MOD] | Evocation  | Bourrasque                     | Special/Other
eabf94e4edc6e714cabd96aa69f8b207 |  5  | [MOD] | Enchantment | Brume mentale                  | Arcaniste, Barde, Special/Other...
548d339ba87ee56459c98e80167bdf10 |  5  | [MOD] | Conjuration | Brume mortelle                 | Arcaniste, Special/Other, Magus...
d38aaf487e29c3d43a3bffa4a4a55f8f |  5  | [MOD] | Enchantment | Chant de discorde              | Barde, Special/Other, Scalde...
e7c530f8137630f4d9d7ee1aa7b1edc0 |  5  | [MOD] | Evocation  | Cône de froid                  | Arcaniste, MagicDeceiverSpellbook, Special/Other...
8f98a22f35ca6684a983363d32e51bfe |  5  | [MOD] | Conjuration | Convocation d'alliés naturels V | Arcaniste, Druide, Special/Other...
630c8b85d9f07a64f917d79cb5905741 |  5  | [MOD] | Conjuration | Convocation de monstres V      | Arcaniste, Barde, Special/Other...
31456292261253d4f996ab2e82b328a4 |  5  | [MOD] | Conjuration | Convocation de noble élémentaire de bière | Special/Other
89404dd71edc1aa42962824b44156fe5 |  5  | [MOD] | Conjuration | Convocation d'élémentaire de taille G | Arcaniste, Barde, Special/Other...
6d437be73b459594ab103acdcae5b9e2 |  5  | [MOD] | Transmutation | Corps élémentaire II           | Alchimiste, Special/Other, Arcaniste...
5c8cde7f0dcec4e49bfa2632dfe2ecc0 |  5  | [MOD] | Evocation  | Cri ki                         | Arcaniste, MagicDeceiverSpellbook, Special/Other...
bacba2ff48d498b46b86384053945e83 |  5  | [MOD] | Conjuration | Crocs des grottes              | Arcaniste, Druide, Special/Other...
444eed6e26f773a40ab6e4d160c67faa |  5  | [MOD] | Enchantment | Débilité                       | Arcaniste, MagicDeceiverSpellbook, Special/Other...
8fb1a1670b6e1f84b89ea846f589b627 |  5  | [MOD] | Divination | Détection de pensées           | Arcaniste, Roublard, Ensorceleur...
f0f761b808dc4b149b08eaf44b99f633 |  5  | [MOD] | Abjuration | Dissipation suprême            | Arcaniste, Barde, Special/Other...
be5a5624bf514881967aee08ac416ba2 |  5  | [MOD] | Enchantment | Douleur lancinante de groupe   | Arcaniste, Special/Other, Inquisiteur...
b7bc99f6e3592a3499815387e1d721e2 |  5  | [MOD] | Abjuration | Édit de persévérance           | Special/Other
9ccd404771c25e24490e4f8838ea8ebb |  5  | [MOD] | Transmutation | Élan télékinétique             | Special/Other
4fbd47525382517419c66fb548fe9a67 |  5  | [MOD] | Necromancy | Exécution                      | Arcaniste, Prêtre, Special/Other...
cc51242ff01192b49a2e25adf096e2d0 |  5  | [MOD] | Necromancy | Explosion osseuse              | Special/Other
291524731e8b8f440b44915be833ae07 |  5  |       | Necromancy | Exsanguination                 | Special/Other
15a04c40f84545949abeedef7279751a |  5  |       | Conjuration | Extase                         | Arcaniste, Barde, Special/Other...
3c4c33f314a8bd64994d34ed5db2b96f |  5  | [MOD] | Conjuration | Flammes purificatrices         | Special/Other
26aaee184eda5c545a0d353c5082cfd2 |  5  |       | Transmutation | Fléau de vie                   | Special/Other
90810e5cf53bf854293cbd5ea1066252 |  5  | [MOD] | Transmutation | Force du colosse               | Prêtre, Special/Other, Inquisiteur...
9b93040dad242eb43ac7de6bb6547030 |  5  | [MOD] | Transmutation | Forme bestiale III             | Alchimiste, Special/Other, Arcaniste...
a8815c40e1e6d3a44b57ad7b3727eebb |  5  | [MOD] | Transmutation | Forme démoniaque IV            | Special/Other
f63f4d1806b78604a952b3958892ce1c |  5  | [MOD] | Conjuration | Fosse affamée                  | Arcaniste, Roublard, Ensorceleur...
41236cf0e476d7043bc16a33a9f449bd |  5  | [MOD] | Enchantment | Fustiger de groupe             | Inquisiteur, Special/Other, Aéon...
07b608fab304f894880898dc0764e6e5 |  5  |       | Transmutation | Génie                          | Arcaniste, Prêtre, Special/Other...
e15e5e7045fda2244b98c8f010adfe31 |  5  | [MOD] | Enchantment | Héroïsme suprême               | Arcaniste, Barde, Special/Other...
cb15cc8d7a5480648855a23b3ba3f93d |  5  | [MOD] | Enchantment | Injonction suprême             | Prêtre, Special/Other, Inquisiteur...
c543eef6d725b184ea8669dd09b3894c |  5  | [MOD] | Conjuration | Jet d'acide                    | Arcaniste, MagicDeceiverSpellbook, Special/Other...
237427308e48c3341b3d532b9d3a001f |  5  |       | Illusion   | Magie des ombres               | Arcaniste, Barde, Special/Other...
7f71a70d822af94458dc1a235507e972 |  5  | [MOD] | Enchantment | Manteau de rêves               | Arcaniste, Barde, Special/Other...
93d9d74dac46b9b458d4d2ea7f4b1911 |  5  | [MOD] | Transmutation | Métamorphose                   | Alchimiste, Special/Other, Arcaniste...
3105d6e9febdc3f41a08d2b7dda1fe74 |  5  | [MOD] | Transmutation | Métamorphose funeste           | Arcaniste, MagicDeceiverSpellbook, Special/Other...
b56521d58f996cd4299dab3f38d5fe31 |  5  | [MOD] | Evocation  | Nimbe profane                  | Prêtre, Special/Other, Inquisiteur...
b1723a0239d428243a1be2299696eb85 |  5  | [MOD] | Enchantment | Ordre absolu                   | Special/Other
df7d13c967bce6a40bec3ba7c9f0e64c |  5  | [MOD] | Transmutation | Parole résonnante              | Arcaniste, Barde, Special/Other...
7c5d556b9a5883048bf030e20daebe31 |  5  | [MOD] | Abjuration | Peau de pierre (partagé)       | Alchimiste, Special/Other, Arcaniste...
6d1d48a939ce475409f06e1b376bc386 |  5  | [MOD] | Conjuration | Piège de lianes                | Arcaniste, Prêtre, Special/Other...
aca83c764d751594287f18b817814bce |  5  | [MOD] | Conjuration | Pilier de vie                  | Prêtre, Special/Other, Oracle...
a759d339d98572a42a0c6e1dcc33453d |  5  | [MOD] | Conjuration | Pluie de hallebardes           | Special/Other
65e8d23aef5e7784dbeb27b1fca40931 |  5  | [MOD] | Evocation  | Prison de glace                | Arcaniste, Roublard, Special/Other...
d6042abe75df262498b6021eb8cc07a5 |  5  | [MOD] | Transmutation | Proportions microscopiques     | Special/Other
